event_id,x_reco_ml,y_reco_ml,z_reco_ml,nLinesU,nLinesV
426,276.46859242720546,-1134.4961440038428,14528.641704620106,2,4
427,-442.79215833354203,-1022.3706630882226,14261.258710123468,2,2
428,-430.0340265898374,-1372.8449156683753,13397.810099194829,3,3
429,770.0210270129944,-757.2392911579368,11767.292340167249,3,2
430,2541.6435178266247,-1741.4777852216919,14369.288596712688,3,3
431,-1859.537420200775,-713.3990206554321,12495.513980675702,2,3
432,-1581.0937557176426,-1421.647206635091,14172.211221690182,3,4
433,-850.5068968874095,-1812.425054669432,12887.642535255736,4,4
434,-870.4573935193737,-1598.124495698202,13937.872023215661,2,2
435,-419.202533400672,-891.0843389407394,13505.30180197788,2,2
436,-2491.540254922863,-2323.915320427639,12676.191157972922,2,2
437,-2547.7160255385547,-838.6666045850918,16081.593679066093,2,2
438,-812.7010759609507,-2167.8567833115826,12139.317030464346,3,4
439,544.7313634773743,-1335.687118851107,16604.62109311197,2,2
440,-1767.6322210363921,-1331.6538876831405,12177.533520148498,3,3
441,788.967977161641,-1696.8140753105529,12858.370505138597,3,2
442,-569.1547924668392,-861.5613658754469,15181.783959893775,3,3
443,544.7313634773743,-1924.9250620485916,13806.170491070945,3,2
444,-2516.701513896192,-1260.641597249664,13770.870034079555,2,3
445,2076.677779393815,-957.0938872078291,13354.976849942646,2,2
446,-1447.0318903232849,-1092.9538756595764,12826.722236732137,4,4
447,-296.69508317028004,-1877.070167806068,13124.550343041412,3,2
448,-1559.61650696131,-606.2369343074868,13539.764026029237,3,3
449,-1378.7058992153795,-1230.3358823736512,16428.134733962328,2,2
450,-2157.978233094557,-1790.848216843911,12448.32288732518,2,2
451,2562.488377819752,-871.5685989610317,11966.157840923202,2,2
452,2106.3529725382746,-1519.3044054811785,16604.62109311197,2,2
453,-1611.7515448009983,-1088.4592885757688,12215.514805163792,3,3
454,728.9397752548379,-1522.049850885566,12725.656320424241,3,5
455,-537.3948851343331,-1025.3735452050144,12175.544242664271,3,2
456,-880.0634221371523,-2177.110312137164,14841.456972432192,2,3
457,1722.9871646498095,-661.8740927107921,12774.349316225169,2,2
458,1302.7601758242636,-1397.4423518451642,11793.475154673151,2,2
459,1667.9898636539165,-1887.8299364037641,11980.37169633769,3,2
460,-2593.0549491287006,-788.294825519853,12453.123383900644,2,2
461,488.75723333671294,-1271.7962368862504,14906.260207028376,3,2
462,-1469.698929690875,-1195.552966602298,13203.376302949691,3,2
463,2710.742399200068,-1693.8319924625494,12595.66241588422,2,3
464,-1222.567103895731,-1225.5094539311483,15079.629607011902,3,3
465,-1052.0333920744054,-1965.1286445768903,14904.3323048425,3,2
466,-92.61939532489674,-1592.7446855750457,16275.728577035465,4,3
467,-2472.977705435744,-934.5570756124616,12944.021052367996,3,3
468,854.8414891420288,-1405.0616356457713,13373.631880381181,2,2
469,2394.5976911721236,-1720.8838569534357,12719.64412796166,3,2
470,-724.1201161122436,-1530.5291458016798,12389.042713880623,3,3
471,1784.7224905305636,-2172.746676237326,12659.590656355707,2,2
472,-1511.3624996499525,-779.745586778577,15053.605242297626,3,3
473,-794.5135300380344,-1000.6098262414995,14757.808572098258,3,3
474,-602.5891444172623,-1521.5738885796304,15126.929680732012,2,2
475,-756.456871386198,-724.8905144272619,13488.066642333213,2,2
476,-269.12557268772224,-831.5273810854745,12678.707301642971,2,2
477,515.0983150243992,-1248.5884418908054,14185.907543781152,2,2
478,-2701.238967165711,-790.3515952618055,12930.79738186472,2,2
479,-29.107998737057223,-829.2998712081693,12988.86665277564,3,3
480,-223.4015859614717,-648.9566956429743,13364.740366809665,6,4
481,-666.5980817848075,-1359.9384025567497,13982.591839535222,2,2
482,585.4596975149213,-1884.5399757271593,13046.532429909672,3,2
483,1324.5175779077924,-841.5835824687723,11768.23188115029,3,2
484,-498.4759598866565,-2101.4888523941895,16574.488450833192,3,3
485,-1525.2670713671255,-867.6072469094441,12829.232700850815,2,2
486,754.3821525031996,-782.8994630912063,14985.87543560843,4,4
487,-65.7182296696719,-1792.0239474450932,15393.181554015484,3,2
488,1381.6344825496262,-1855.2270394133923,12287.414053458746,2,2
489,544.7313634773743,-1247.2203679206025,13489.506595925532,2,2
490,2282.364684190636,-1633.9668807825303,15951.839338036625,3,4
491,-1726.372623654979,-1510.2032175705083,13012.73288480543,3,3
492,1039.9483018933236,-618.1452515269888,11692.754699716099,2,2
493,-1114.4989010983002,-1498.9195533845664,13687.856086516156,2,2
494,-949.3177116026093,-1709.4280524790956,14996.001136285711,4,3
495,1239.937479782496,-2157.896290322811,14490.430726950495,3,3
496,-832.4507542845996,-705.3150041653789,12690.123424277705,2,2
497,314.72780043486284,-1236.276897127171,13971.483880059617,3,3
498,1858.2715288788513,-2062.3875128962454,12886.691344405868,2,2
499,-22.161444825052683,-1231.2374650670652,12532.57393601536,3,2
500,-2383.499884329067,-1200.7308096728484,16312.937325085994,3,3
501,-1940.9611532860586,-1660.935336751179,15110.509759091103,2,2
502,-904.6810227256304,-776.3668312990069,12779.782791472968,2,3
503,-2591.9498540522854,-1106.4816424095666,15361.316230037268,2,2
504,-348.3601579539229,-995.2555497406931,12451.98612157737,2,3
505,1232.7123753389,-1386.833429032974,15930.401843059077,2,2
506,1315.7609705692385,-2177.2734837349353,12155.197345634902,2,2
507,550.6665156223404,-2319.298478096723,12772.333905400526,2,2
508,-360.6604760593844,-1227.4376449838821,13363.435505492214,3,4
509,-161.32157341594322,-1540.557771388146,11826.80162788977,2,2
510,-1043.1916512619607,-1119.761875728325,15774.232328369118,2,3
511,-922.5936927307341,-864.4867831178526,13172.014462205558,4,4
512,-566.9391861069191,-1272.6430993746214,14703.736499307699,5,4
513,-1069.6539315388347,-1557.905875402593,13699.028360613482,2,2
514,-221.85706763094137,-1863.8041916319096,14809.831996119241,4,3
515,2610.4853128821505,-1723.170700444385,13997.769131962646,3,2
516,1303.259025985623,-1168.8263968740296,12778.163431557421,2,2
517,820.4384625800727,-736.4873420683193,13694.369185125754,2,2
518,21.860998486275015,-944.5398225097388,12896.77021610714,3,2
519,290.3737471295446,-1853.8099869030762,13063.53398913118,2,2
520,-811.9390097396639,-814.982907840257,12665.712574289424,3,4
521,1679.459555990758,-1601.5438020056838,13036.202801967147,2,2
522,-2157.978233094557,-1290.0827375875083,12128.777327073167,2,2
523,1239.937479782496,-1333.2430809397458,16156.367228480085,3,3
524,1871.602426614023,-1509.2272305294557,11768.23188115029,2,2
525,-329.407046308789,-952.5277681688021,12615.19639740328,2,2
526,-689.92997140206,-1766.7074203056557,13045.47499709629,5,3
527,-1055.5656371360874,-1544.9136663733175,13899.221785240892,3,2
528,1722.9871646498095,-1174.4972135265639,12131.142785426002,2,2
529,2054.938459037915,-1513.0643603461813,13912.88260218664,2,2
530,1217.9327026350547,-881.3397113059773,15408.119135508485,2,3
531,1391.3820344502767,-1326.1445525330942,11711.361741614008,3,2
532,693.8985383756723,-1076.8795803769626,16039.42797828126,2,4
533,-648.9059607807876,-1908.5478602470862,15103.45151504276,2,2
534,2282.3936252886956,-2328.523722458477,14397.500452932667,2,2
535,-1739.2530123141769,-659.5987531141234,14456.563578168314,3,3
536,-90.9667005517226,-1168.4979263755563,14991.870478396932,2,2
537,-2550.0681906667965,-797.3259100981335,11826.80162788977,2,2
538,544.7313634773743,-825.4124904341363,13665.588566699871,3,2
539,-456.2429701889188,-1547.4870771665242,15651.564963182289,2,2
540,-728.7229325870162,-1444.9665862237036,12898.724961156115,3,2
541,-1040.3231376824285,-1536.823540137414,11804.584218521148,2,2
542,-1523.4968773522571,-1192.9353097058888,12855.858138765845,2,2
543,-1935.0498997425263,-2186.0485765070725,11759.205279531492,2,2
544,-1624.2257059607077,-1973.3719541151395,12743.662991545787,2,2
545,243.20173665470486,-715.555928160343,14032.11406969995,2,3
546,-971.2318225654735,-351.2690611907865,12730.84562456565,2,2
547,2110.3645341876722,-1776.8359627865104,14508.438097985667,3,2
548,-754.4539235267123,-1716.3387376734538,13914.966438813046,2,2
549,737.8428797448644,-1660.3835524714384,13251.03704623735,3,2
550,-527.0510850171713,-1650.2143740091858,16102.698179933432,3,2
551,1221.8414338912114,-1437.938794594828,12794.05452620935,3,4
552,-1160.8884787831003,-1352.6160994780614,15490.214018344794,2,2
553,2130.263099663298,-1992.453856723691,11857.935144413726,3,3
554,-1149.1420346388484,-2459.878605788155,12617.551535659,2,2
555,-1930.5556632285518,-1475.2499309895397,12183.019514961336,2,2
556,-212.6791598601843,-1171.1381287968081,15085.416377069856,2,2
557,2537.407364218153,-2228.056308207389,13818.298798499613,2,2
558,1315.7609705692385,-960.871572629576,12312.642658512863,2,3
559,-269.12557268772224,-1935.0342877577684,12812.69824136108,2,3
560,-1492.9770849467109,-2221.474233932766,12786.18694324722,2,2
561,-844.0628248739235,-1424.6734587143271,13864.4596814899,2,2
562,1316.0573938248938,-833.509055675236,16081.593679066093,2,3
563,2455.8223958326753,-1134.2552418024072,14746.715438854631,2,3
564,1262.4176932101252,-1352.8364839694593,15924.907285316807,2,3
565,1316.0573938248938,-1385.842848691759,15562.52302294431,2,2
566,1227.4355351988806,-1137.3093323043336,13712.685488346087,4,3
567,80.22180567025543,-1146.6562408860989,16156.367228480085,2,2
568,474.18610859642865,-1178.235956224445,15474.103325701992,3,2
569,1249.9157486265099,-375.22910619105016,14981.628713137181,2,2
570,2118.260005241042,-881.3598716933893,12390.65222638099,2,2
571,-986.9243020574016,-2160.3182887948797,14976.583429459364,2,2
572,-34.721235060175204,-1785.456679404104,13371.29525129728,3,3
573,-2362.295331586713,-921.5757019527509,12029.629130628333,2,3
574,-288.1145293653874,-1596.264422662711,12279.01137043527,3,2
575,-825.0604866886449,-1623.8444946622985,13475.963041694318,2,2
576,1378.8800898666614,-1643.3204054743173,11857.098217389264,2,2
577,1037.472653165679,-1517.9557562982743,14290.481351946564,2,2
578,2480.687315001766,-740.4419556958932,11763.478224834997,3,2
579,1835.4267753961556,-944.4851935382247,11821.299137908543,2,2
580,-594.6911554141673,-2070.3512416097556,12190.311014215065,2,2
581,-1128.5175381766173,-864.511749654578,12132.83845749193,2,3
582,1316.0573938248938,-2069.193679084831,14992.072923323714,2,3
583,713.1444863748986,-996.4912098481398,15928.469015562318,2,2
584,2414.8462869481345,-822.3305371378883,11806.375958728295,2,2
585,1495.4470062919718,-672.3977451499634,12284.177361109769,2,2
586,-1571.433338047606,-1689.2534092207245,11749.93969094587,2,2
587,2435.1960138963314,-774.4822625133888,15870.912853328475,2,2
588,-1977.571429265068,-2094.0579505020924,12770.076370921664,2,2
589,-2622.7827140648155,-2316.716761386002,12764.004146060373,2,3
590,1239.937479782496,-1209.6303949665216,15975.644035952158,2,3
591,509.63620672817905,-1753.4673426111701,15862.371966237179,2,2
592,1784.223640369204,-1643.0306656322684,12101.316198387749,4,2
593,665.8214788101055,-1533.794580970418,16541.222723605326,3,2
594,-157.0286591598872,-827.5928497990847,11909.261539868185,2,2
595,1647.163673863067,-1928.3979873239318,14082.157504388124,4,3
596,-772.0032324018241,-833.4897225982694,12042.395347821877,2,2
597,-292.76319500074726,-946.8543588112423,12577.29685950404,3,4
598,585.7048781863319,-1759.0199725727346,16101.897474521602,2,2
599,632.5032469753437,-2118.6012095381193,12325.462592669719,3,4
600,2481.1861651631257,-1217.6131633989764,12717.263581254767,2,2
601,2481.1861651631257,-790.8626973375204,12704.967124261464,2,2
602,-1492.9770849467109,-1116.9458071641895,12558.594896792223,2,2
603,-168.84556272628043,-1664.7123505571585,13302.863148925948,3,4
604,-419.202533400672,-1172.0809331929577,13953.98464988851,5,3
605,2284.5569322687907,-1633.1385185392905,12557.657308241667,3,4
606,-636.5225000044919,-1428.902660666283,12400.64080971442,3,4
607,-902.9756863179442,-859.188304547973,11844.529946155373,2,3
608,-1542.7800236574392,-2256.7323109708714,12140.14903013476,2,2
609,460.296565149838,-769.8139280189931,16274.369177759834,2,2
610,2625.0647683308493,-1224.395288206749,15634.201520755041,2,2
611,-811.0053192253307,-1658.2210424758687,16196.56511030767,3,3
612,1391.8808846116362,-1781.330377434663,12397.415075277057,2,3
613,2358.4981148164893,-1093.3484574005554,15975.661601942566,3,2
614,-1512.9054023036726,-1927.2283314449878,12239.40617464776,2,2
615,-345.48242011631777,-695.995814009486,14595.894043760356,5,3
616,1788.8606766301973,-1638.2098579973256,12901.1161630671,2,2
617,1580.3507883339726,-1653.079709446768,13604.386067268446,8,5
618,-310.3474466919771,-1465.426662898567,14753.164786042164,2,2
619,-1090.4486853312515,-610.7202224343985,15422.994097702323,6,3
620,2651.4648505992973,-1033.2394560801197,14493.870984644549,2,2
621,745.4403685025895,-2050.6234854402373,12817.186299671035,3,3
622,-189.34159328288519,-1156.5637738844814,13630.070861531118,2,3
623,-340.11430566539855,-1141.5953491421922,14976.988181609993,2,2
624,-995.4433013091334,-1084.7075874022382,14147.632401494235,5,4
625,708.7939509507806,-1066.5201592598796,13384.353784861023,4,3
626,-597.657648179104,-1101.163764362613,14074.043113250238,2,2
627,2559.1162562941477,-1796.4523237992805,11973.39090681813,3,3
628,-597.5963398981168,-1926.2640383145576,15781.685461985579,2,3
629,2130.7619498246577,-1537.6292603815127,12811.051081370799,3,2
630,-2571.2530870464884,-630.8738822621551,13023.307490332174,2,3
631,-1015.4577124627788,-1903.4735172024155,14671.537000325738,3,4
632,1227.4355351988806,-1812.9907102101579,15253.757175609118,3,3
633,1267.2565897473746,-1233.0185217654275,12813.112178818707,3,2
634,-1286.4959353855372,-2247.3785920598643,13906.87937817729,3,2
635,-968.53888735416,-2152.2119619127066,12341.530433758417,2,2
636,-1919.0434935211347,-2032.5656924786406,11893.81307010383,3,2
637,-488.5221462242302,-884.0342168590024,12445.722955921437,4,2
638,-573.1592727890527,-1182.6896917683848,12120.197368921663,5,2
639,1239.937479782496,-884.9994961209849,15048.335770742082,2,2
640,-61.17888534640751,-1799.9155160655173,15899.857709010605,3,2
641,-1033.878094500175,-1845.0314132542196,14306.272526835344,2,2
642,-2499.383594924246,-1235.558677051882,11869.836320381735,2,2
643,-539.5866133785424,-1895.1043267908562,13417.622954853341,2,2
644,-927.1071603662468,-2003.6634363815406,13256.177879074598,2,2
645,-485.82921101291674,-1878.4760254507469,12277.633593172559,3,5
646,713.1444863748986,-1087.4345312322046,13741.951986306647,2,3
647,2457.7492189103027,-651.9195866460952,12526.87640648793,3,3
648,861.5840542710744,-1218.7164045295071,12618.677956361278,3,2
649,-2577.8398480251417,-1926.5686217974373,11800.96092461639,3,3
650,-2701.238967165711,-2209.466646678603,11759.205279531492,2,2
651,-584.0794908809964,-1602.518329047957,13670.867250354499,4,5
652,-319.9334939399473,-1732.7853152820678,12326.757985217968,5,6
653,-291.96203198873525,-931.2195064847087,13032.388686634895,2,2
654,-886.8536654285668,-1266.7038929877042,13164.092149986885,4,4
655,1245.154407407306,-1568.2947981116067,12036.56076365618,2,2
656,-1644.225253906987,-2165.3796196114918,14568.297556578484,2,3
657,2433.2988816154602,-1673.5110217612987,12224.159479214797,2,3
658,2582.951185115288,-1398.1299231591286,15649.253309625881,2,2
659,-980.0433107589317,-1022.2900971983022,12615.186095018445,3,3
660,2118.260005241042,-2167.6477415751433,12712.452894204702,2,3
661,616.346189326422,-879.5717598887921,16499.456589374382,2,2
662,2526.868130657206,-1524.4534216904706,11709.015577156126,2,2
663,-2316.598665194833,-1042.7914467110284,12550.957539874446,4,5
664,-2591.5132118718834,-1876.9139037921902,16364.728180408229,2,2
665,909.5497495705822,-1041.6120602339445,13136.02454643791,2,2
666,-255.215105263273,-1847.6466844161585,12638.093708332379,2,3
667,-1844.0549152465612,-1599.9764230263295,16694.77353287835,5,3
668,-754.4539235267123,-1826.1176833877912,15511.433709343122,3,3
669,-1457.8368035021135,-1590.2281605191574,14213.598193065993,2,2
670,701.2955429967886,-1591.2089277386026,11690.369990796376,3,3
671,-945.078324935516,-1952.6546301029566,12183.903992033629,2,2
672,-381.61187943857755,-1519.5243209724267,13831.940959832751,2,2
673,1747.6001901871573,-1002.8934924500538,14999.885866800483,2,2
674,-670.1949968430829,-2060.0736331797452,13711.348245745787,3,2
675,169.54216575233775,-1320.857207648083,12482.824206715266,2,3
676,-1574.1262732589194,-1082.2142457700527,12481.928812562355,2,2
677,1303.259025985623,-1925.2868276655104,12836.66271160977,2,2
678,1391.3820344502767,-713.1605267327976,11763.478224834997,2,2
679,305.7387738791333,-919.7421452238638,13686.520845333407,2,3
680,-1986.799795530768,-1073.8578749186656,14515.394328709035,2,2
681,1368.682877989423,-1145.3880642252022,12433.148931205049,2,3
682,585.4596975149213,-1127.475142531623,12127.435849511157,2,2
683,1747.6001901871573,-1734.2235304644003,14370.226434980303,2,3
684,794.9210242844246,-1580.3684716682008,12139.92015981458,4,5
685,-2700.3682985805785,-2339.248408322252,16396.32020704624,2,2
686,623.4014700986256,-795.6417811201845,13489.506595925532,2,2
687,1391.3820344502767,-1293.633966750354,11925.524350720852,5,3
688,-1568.9335212873966,-994.1800066614002,11858.435915649043,3,2
689,-171.7656954060973,-1276.9547864165609,15031.578088644888,2,2
690,1427.3094920734625,-921.5420530323464,13893.703910619828,4,3
691,-1606.676397085596,-1830.4913054018625,13834.552834523212,2,2
692,343.62819100754166,-1055.1331805413024,12565.643960070109,4,3
693,474.12480031544146,-2016.2365370280254,13793.96174022257,3,3
694,2435.1960138963314,-1696.4078862587328,15313.431722840485,2,2
695,-269.12557268772224,-1798.7364707824277,12916.541396085522,2,2
696,-49.60087521712671,-1029.7112167872,12629.277604596604,2,2
697,2435.1960138963314,-698.5356419016593,16116.011470140278,2,2
698,1361.943582726694,-776.3351410655455,12179.000938717003,3,3
699,-446.83920713137337,-1610.9527234479342,14131.619332606015,3,4
700,1381.6344825496262,-807.4409064607913,12868.097080586815,3,3
701,683.266257250513,-2134.2050988486003,12782.05746164176,2,2
702,651.3332094953091,-1002.8739012524666,13068.614665507117,3,2
703,764.5589998752586,-1848.4424667800029,14498.514535553655,2,2
704,2184.1335172214294,-1969.8058987121576,12892.828856613192,2,2
705,-1506.8721532077845,-1604.4729306225477,13738.137870974395,2,2
706,509.63620672817905,-1609.022219501566,15121.977916047586,2,2
707,1381.1356323882665,-917.8082656937052,13384.522895831213,2,3
708,831.8974341653453,-824.4841240080891,11767.292340167249,5,2
709,1698.5781873634269,-1581.3401307508914,14140.787068617952,3,2
710,-739.6426140207435,-1693.1146913391046,16341.858189619348,2,2
711,1710.4852200661942,-1844.8284048305518,12247.521445965975,2,3
712,1247.0705448023264,-1522.0021427026184,16852.292258287856,3,2
713,794.9210242844246,-1687.8351770442687,12179.868983504388,2,3
714,-1907.0951008099078,-1644.359962259684,12640.548954498317,2,3
715,776.4660325780255,-1907.752965741594,12673.565416464813,2,2
716,-1378.7058992153795,-1096.844446812991,16000.001101046768,2,2
717,-377.3365529729966,-629.5986962881293,12391.843372013851,3,2
718,1381.6344825496262,-1715.4270148703722,13549.159565537151,3,4
719,886.8493420602942,-1244.5689052083555,12930.015473193396,2,3
720,-229.85537084389128,-1648.7708225723525,15373.407930334099,4,3
721,1546.8615197923316,-1598.0457828043511,12870.503034568754,2,3
722,-783.5899922730757,-1295.4577365281173,13238.705883732835,2,2
723,-724.1201161122436,-1697.107983665113,12363.242735409627,2,4
724,147.77773601312862,-1385.3082951394044,16035.539502625199,2,2
725,-691.2426916032962,-1467.9891449430127,14751.61920747406,2,2
726,544.7313634773743,-1372.3995878906037,15289.661779599957,2,2
727,-447.7076683397772,-1347.312613454317,12422.536657121864,4,5
728,2480.687315001766,-1899.5998268381652,12165.642057142044,3,4
729,2710.2435490387084,-1604.5262168952363,11741.48519470557,2,2
730,-736.0685088234707,-1922.08309316753,12655.776541023455,2,2
731,2486.610527396691,-1077.2213414538896,16573.02906647396,2,3
732,-922.9040036749061,-1702.4371274862115,11741.48519470557,3,2
733,2142.7103425358846,-1858.9742246901608,12362.725599410798,2,2
734,-879.2048129551282,-1066.6321222152237,12738.853540597223,3,4
735,-968.53888735416,-1529.5849690701752,12841.473398659835,2,3
736,-670.1949968430829,-1806.9533136034825,12485.983013378836,2,3
737,-2642.7110314217775,-1720.537652629674,11805.924998919205,2,2
738,987.3769195074007,-1508.5654455201736,13220.302726251983,3,3
739,662.4578601007353,-1828.5648234852897,15953.46162506382,3,3
740,-672.8879320543964,-881.566207180167,13683.564561587078,5,5
741,-1749.3174469834817,-1574.786120629601,12112.083961294447,3,3
742,753.8728204124457,-2208.0879253040493,13009.104948197682,2,2
743,-890.5673866060008,-1151.5964216868083,15303.836186266928,3,2
744,-1752.7392586595504,-1252.5785301909111,14913.78734398574,2,2
745,-2491.540254922863,-1011.1589927559965,12221.623437122698,6,5
746,-1538.0350620069103,-1712.7015980153071,14265.204852103237,2,2
747,-1060.4366101880041,-1107.6835642241883,16474.336197008626,2,2
748,1159.7449352222925,-1618.5189482254295,12763.011506727264,5,4
749,-1023.5345780364112,-2060.5413664696885,12994.229324995631,2,2
750,-2380.18565892296,-1677.750206508545,12433.095300800042,3,2
751,2382.394700415734,-1670.5593262926698,12563.440745119711,3,3
752,-766.8875532483838,-1635.2659850182567,12066.445789668162,4,3
753,-1561.1654383606808,-1659.1843765676767,15162.202441795653,2,2
754,761.866064663945,-1353.5211350659276,15361.316230037268,2,2
755,2284.5569322687907,-1881.9000064222378,12446.713374824812,2,2
756,-1444.3324907523688,-1335.2125649931538,13011.614337670439,6,8
757,-485.82921101291674,-1088.9221425934902,12328.086345840888,4,2
758,1239.937479782496,-1219.5098664395982,14204.427406544133,2,2
759,-1919.0434935211347,-905.505299657844,12598.204962481608,2,4
760,1025.4868261500021,-1071.129727117737,12110.84110138482,2,4
761,620.5548542641167,-1707.6454289507324,12454.500864208574,2,2
762,1554.4937604924435,-838.5059310455575,13132.480553293164,3,4
763,1072.6854159309212,-986.9752643263135,15382.72881821505,3,4
764,856.7211865592794,-1820.1221077444034,12797.775233869881,2,2
765,1367.4719073252536,-1700.018785912303,14979.865512230275,2,2
766,-879.2048129551282,-1534.9902888694314,12509.261810519414,2,3
767,-323.0445100770262,-1737.3858081395304,14963.827770400228,2,2
768,-799.4591739943874,-1456.9615665987005,15040.334480616317,2,2
769,-1940.9611532860586,-1285.3095229132555,14983.553915771849,2,2
770,-1724.4195498932904,-1139.9118774763926,15889.587364221203,4,2
771,27.921587329702632,-969.6497769551555,12873.945122939615,2,2
772,1315.262120407879,-2002.6060991302897,11971.976749781115,2,2
773,761.2908710034127,-1263.6999754895742,11801.66911481511,2,3
774,-542.279548589856,-943.4105821850976,12406.71373668518,2,2
775,-2038.4575809643852,-847.1726737503362,12429.433307488092,2,2
776,-515.9232114108277,-523.8027557981184,12728.639802126523,2,2
777,-987.6275434303589,-1854.777075981101,14793.216100390508,2,2
778,-1450.5641353849674,-1015.2186874830627,13141.625180359826,2,2
779,-2490.935209832872,-959.8385873268971,15930.247460747543,2,3
780,249.325252222897,-696.1618417915519,12989.579052725392,2,2
781,509.63620672817905,-2156.9862273201666,14579.138105375367,2,2
782,-91.33036331836358,-1247.7712285764994,14429.31316319194,3,4
783,-1729.4583410238945,-1062.8160979003162,15616.907164275974,4,3
784,1315.7609705692385,-1545.6221697443907,12744.079458402566,2,2
785,788.967977161641,-1785.0977739290936,12782.372827914967,2,2
786,-2582.536336921099,-1014.0889016073024,14919.645891687267,2,2
787,754.1180010838563,-1086.6387845332229,14997.49210010672,2,2
788,-945.078324935516,-1621.6454315165122,12754.091760358295,3,2
789,1788.8606766301973,-1772.873267213836,13894.459982482602,3,3
790,-757.1468587380258,-1170.8195646888194,15032.270417369065,3,6
791,613.7947365656003,-1822.5691078479133,15259.216628824219,2,2
792,-2173.9846393159482,-1150.0357405175166,11758.026751581627,3,3
793,-1598.1059004045637,-1654.9715134949786,12316.456773845115,2,2
794,448.63683795539106,-1246.8324402173055,14652.800394336531,2,3
795,544.7313634773743,-1168.9564855896035,14716.057822342706,3,2
796,754.1180010838563,-741.0219091551102,14234.064331174679,2,2
797,-2473.9364220899347,-1320.5667424655344,15012.591796310442,2,3
798,1239.937479782496,-1980.728851073072,13816.494684855226,2,2
799,1495.4470062919718,-1448.834501651463,12735.038216716397,3,3
800,1671.784029622858,-1657.9104436645262,12786.330406945264,2,2
801,1291.3519932828558,-1697.0897988581437,16403.469748120813,4,3
802,-887.495048545035,-1840.2370238569658,11760.144820514533,2,2
803,-2063.805074400482,-1177.7493546446424,13031.614537690835,3,4
804,-2677.7750864149984,-1032.9723510049632,16099.33730207314,2,2
805,-840.7157980698274,-858.1862380318595,14325.39110050241,2,2
806,-2576.0048546486664,-2095.3936856560626,12821.089881030775,3,2
807,785.8455515157641,-952.6421838921443,11785.918170649195,2,2
808,-1992.4908417693239,-1651.0991018231282,12281.82494205621,2,8
809,-2175.5326541295326,-802.5535617508682,12996.296495857403,2,2
810,-2614.696181045289,-413.3703514884226,13600.146165847449,3,4
811,1079.5879003442906,-1336.6802261028226,14204.427406544133,2,2
812,576.3240085963316,-1307.5737061526017,14544.920982444242,4,3
813,-2471.611937565901,-2149.235786152163,12916.48563690124,3,2
814,1589.8844642037425,-581.7143399287079,12389.868324717738,2,2
815,-527.0510850171713,-1955.1704318306759,15467.085778997647,2,2
816,2457.7492189103027,-849.945035624202,12789.1811695293,2,2
817,-289.5139352504495,-1024.0183799105212,13653.860157570609,2,2
818,-809.8294317275295,-1677.22043717098,12872.504724756454,5,3
819,-234.18114305499327,-1730.1269259957762,15483.313175379526,2,2
820,1254.9983661450267,-1863.0280385068413,13142.417306376028,3,3
821,-10.430633435631037,-1070.4181194880769,12038.806801219176,3,5
822,620.5548542641167,-834.3601979317897,12564.251577558523,2,2
823,-1907.0951008099078,-1580.1280973505252,12778.163431557421,2,2
824,-1708.914344718708,-1463.703314109692,16446.36063700435,2,4
825,107.7846366164016,-2048.2671724668207,13518.981205076432,4,3
826,-850.4115520230437,-819.2949940940853,12686.428217175087,3,3
827,1655.187029710802,-1041.011234481328,14130.134956261023,2,2
828,1195.126390214833,-1076.592666527913,13838.144574382111,2,2
829,-788.644071886147,-821.2001549663973,13840.109790969444,2,3
830,-527.0510850171713,-1030.8565995544923,15125.163108792653,2,2
831,708.7939509507806,-1356.0161209185806,13695.62706659145,3,2
832,26.58210505548685,-1452.41944391127,15638.128550766312,2,2
833,-1491.254561602841,-1025.902111700184,13129.04566381827,2,2
834,-2579.035078844377,-1075.2437177054555,14730.651834836157,2,2
835,713.1444863748986,-1683.9448771836826,14906.864046701661,3,2
836,608.0529096805012,-2080.8492352155795,12785.649201500659,2,2
837,-234.71907470666812,-805.1644296929626,12773.070597203745,2,2
838,-1385.4988364193878,-649.8338980003656,12315.93511313527,3,3
839,1930.2707076632453,-1283.163478442896,13808.273173449292,4,3
840,1302.7601758242636,-2168.1875360725176,11794.653682623017,3,2
841,2234.3280715049927,-1476.9555975041735,12825.538669408199,4,3
842,542.0384282660608,-967.5889972548322,14353.69015844576,2,2
843,-775.4214897952377,-1483.1336081086686,15331.105283677069,2,4
844,-2092.5935620630353,-1303.03930214228,13056.486117433958,3,3
845,2445.800826199076,-2069.645433960377,12054.280848482102,3,3
846,-580.6907856319399,-1095.2785461136102,16351.42356281737,3,2
847,2284.5569322687907,-2053.9410696995637,12829.542308498272,2,2
848,478.5897182789903,-1999.9873238657808,16716.863835801927,3,3
849,1709.9863699048346,-2142.538447514412,12100.256586289097,2,2
850,1819.3870922723722,-1374.1859584709018,13104.359944701173,2,2
851,-1498.078595534818,-1473.72657681603,13485.790636683376,3,2
852,2196.231496898432,-1038.7694537148934,13731.937243643204,2,2
853,1947.5352058419178,-869.5372620850178,12752.612915918304,3,2
854,-1427.1035729663233,-1816.9607790418222,13693.91490172916,2,3
855,734.7480601920709,-1863.2156210652226,13899.927931871709,2,2
