event_id,x_reco_ml,y_reco_ml,z_reco_ml,nLinesU,nLinesV
856,660.0574531526597,-1639.523036724315,12569.862159068074,3,2
857,1239.937479782496,-1209.4350694975935,15023.041517749634,3,3
858,-114.2780239555209,-1719.9897704716566,11806.864539902246,2,2
859,-270.03180156768735,-617.8728043945323,16499.572368155856,2,2
860,460.7284754067123,-915.3940408360537,14176.263291033905,2,2
861,-364.44367388753165,-963.4799950213179,13826.425823859854,4,3
862,-1994.4328392523103,-1007.7417605564679,15827.97787752952,2,3
863,-879.5151238993002,-801.3521594083422,12149.295749322353,3,3
864,2024.6120924360398,-1018.3364218417007,12200.505849188903,4,4
865,2481.1861651631257,-848.8438612820614,12038.581232489625,2,3
866,2118.260005241042,-2058.997663556219,12743.756889168642,2,3
867,-393.88758397940467,-1256.2169249544886,14427.643118761393,3,2
868,-737.631492755238,-1658.9993583253552,14793.216100390508,2,2
869,-610.5599222095201,-1012.4464141490905,13381.978936290092,5,5
870,-1200.1922418493048,-1913.6356366475056,11876.470524394115,3,3
871,-273.27158113130133,-1397.9179025387696,13202.43073915318,2,2
872,861.5840542710744,-894.8665410568269,12227.055373912155,2,2
873,-968.53888735416,-823.79707787166,12367.511565327337,2,3
874,546.4589856702119,-1632.3457044469014,12741.13338519624,2,2
875,-312.35039455146256,-913.5015194901246,13049.430989925153,3,3
876,1353.4535802691864,-890.7643620177076,12213.104923085924,3,3
877,1634.6617292794517,-2038.4358199730102,15295.042587711141,2,4
878,1295.0085590546228,-1744.5138627379763,12937.310793138635,2,2
879,-971.3067104524581,-1261.8192929217576,13102.118464811572,2,2
880,-1561.1654383606808,-1882.2087606929094,13906.87937817729,2,2
881,544.7313634773743,-2138.434075793042,15978.457296737954,2,2
882,2252.9777163209656,-2263.4482757568,13036.183194017009,2,3
883,2493.1345578743526,-1633.5827530184456,12064.999421569824,3,3
884,-2524.408727539005,-1886.4577667357441,15686.162225170008,3,4
885,1334.8971300113246,-987.0866979886864,12390.253761868189,3,2
886,-1899.115176164173,-1766.017268210361,12308.369713209358,3,3
887,-1898.904212676487,-909.3730077851134,12461.958462207023,2,3
888,577.0272456050652,-2014.3540892021067,12990.415209663379,2,2
889,-485.82921101291674,-2081.559422842696,12797.775233869881,2,2
890,-710.107414605287,-1335.5227139335807,16036.23830006286,2,2
891,623.1603047697561,-1903.806566174778,15074.638890046508,3,2
892,1838.5310760631544,-1129.4205319135892,13699.028360613482,2,3
893,-845.7606336104622,-1876.6292727846496,15797.538418303111,2,2
894,686.4283662445044,-1940.6311613588477,12806.241197856483,2,2
895,544.7313634773743,-1485.7999494263888,13571.010506377326,2,2
896,-1917.5005908674145,-1273.8871847185924,15128.977224124905,2,2
897,792.3198271997724,-1335.1074383798812,12630.0640175178,2,2
898,-1055.0286629922668,-1981.8968867589485,13240.217308030195,2,2
899,-498.39593893561465,-1658.8629010721702,14278.531495461184,3,6
900,-1885.2356370078064,-1755.8013407219732,13591.439426023291,2,2
901,544.7313634773743,-1292.1616893453645,15338.950972833265,3,2
902,-617.0184336932878,-1000.5590996493638,13613.486754967402,3,3
903,-377.3365529729966,-2106.734631625714,11759.205279531492,2,2
904,1348.7205290876418,-1876.813544328743,12870.503034568754,2,2
905,-531.5037209525375,-1088.8535673715648,13558.29426940765,2,2
906,2421.423604555591,-1759.0830947916936,14263.543131247343,3,2
907,-1032.1050747174436,-1163.8475547451978,14928.66529316148,3,2
908,-2643.364367552645,-886.2229367992236,15280.525786004851,2,3
909,-2555.2466358595616,-2107.0538593272177,12377.144589517502,3,3
910,2083.4100291632576,-1082.764257508103,13942.317233927217,2,2
911,-1856.7022266024292,-1467.288618382204,13760.284602215313,3,3
912,686.4283662445044,-1259.4350382788784,12980.306206533463,2,2
913,468.8179941455097,-1263.1331658326076,15688.034064783791,2,2
914,-548.3190223998828,-887.5576458380496,13928.882053084693,3,2
915,158.65074696263724,-1856.6723305044147,15075.672189573086,2,2
916,578.7752743561937,-1684.0082752800968,14924.315967173236,2,2
917,297.48078664806144,-1249.6849922146732,15398.942504981422,3,3
918,1747.6001901871573,-1365.1424547470765,14856.634340068551,2,2
919,-1411.6954779610107,-658.597467999056,13539.764026029237,3,3
920,-406.3883437328788,-1933.527321862515,13905.000316946252,3,3
921,-2615.6481612942807,-917.2956997224422,11890.074014216687,2,2
922,-723.9837479030274,-970.6630069412134,12951.995163568337,3,6
923,221.91880843738568,-1016.9212137458903,13339.733247470402,2,2
924,-143.89865378822284,-1035.143605068509,14487.201055346217,3,4
925,2454.4976448810507,-1538.3008627589502,12667.983736464428,2,2
926,1239.937479782496,-1363.2611653659753,14857.567978870155,2,2
927,-670.1949968430829,-1540.314323733076,13438.087928730096,4,4
928,1316.0573938248938,-770.0040188052722,16604.62109311197,2,2
929,1722.9871646498095,-2271.4083387841724,12935.006778222267,2,2
930,2130.7619498246577,-801.190765452968,12363.523463887843,2,2
931,1633.4579008469425,-1719.6591715056709,12281.572485249124,2,4
932,-340.4338084985588,-1021.9471689775486,13756.773476194398,4,5
933,2478.4932299518123,-738.409990634938,12637.672569656155,2,2
934,-421.0965308946011,-2109.686071154628,12809.982677031408,2,2
935,590.3183468367336,-658.9984196596188,12201.620324536792,3,3
936,-1240.4102422509184,-883.2083997099215,13946.638539445825,4,4
937,-1584.6260007793248,-2185.813431289212,14281.920282031026,2,2
938,2510.607041117311,-927.771684949212,14004.094356633093,2,2
939,2670.753168361083,-2306.6099316830364,13049.101700475398,3,2
940,-654.0591947097041,-719.8294851035436,12518.945719081366,3,3
941,-1899.115176164173,-2072.205613660587,11818.714567254014,3,2
942,2309.708791176623,-1280.6041167347055,15617.242980856583,3,2
943,1301.6617164441955,-923.6946557538711,15173.09197002462,3,3
944,-2678.645755000131,-1070.2695022069877,11826.80162788977,2,2
945,-434.6659798869286,-1850.8971424001702,15047.090128838512,2,2
946,2055.149837511323,-2019.5315610244984,14240.664605560225,2,2
947,686.9953472880258,-1737.0660452872128,14197.841826263306,2,2
948,2386.038265591541,-1026.3784176780807,14630.96732312968,3,3
949,1760.1021347707726,-2296.597823412585,14292.53684082124,2,2
950,-1542.7800236574392,-2013.9965436301682,13063.53398913118,3,2
951,1776.358732046582,-1588.7701722611116,12900.176622084058,3,4
952,-701.1624353043308,-1280.6530213221001,13586.372863046205,2,2
953,729.0475123040368,-1817.567545594497,12202.176329101823,3,3
954,1771.7953633741351,-1846.3040318442581,15234.195575632082,2,4
955,556.3420933993468,-1284.7841705989931,13576.749500483153,2,2
956,-1735.9969653394432,-1631.7358043246372,13853.939780434459,2,2
957,-1450.4442314001774,-895.6256543991309,13504.536814543404,2,2
958,-893.5503090795862,-1298.5571327947912,16071.798858737775,2,3
959,458.8295094435658,-1696.1233422924336,13331.954651894313,3,3
960,686.4283662445044,-1036.5566359956888,15356.555190236273,3,3
961,532.2294188937589,-1788.590742340579,14962.711487647275,2,2
962,-1899.115176164173,-2210.7249401908052,13014.152254619694,2,2
963,739.6704804601026,-943.8427441818853,12773.755371053758,3,2
964,-902.9756863179442,-784.5292983606283,11925.265149105036,2,2
965,2097.3526930560797,-922.5793164961425,12152.066736246114,3,2
966,-1059.4512480670267,-1804.7194967191745,11748.91443593389,2,2
967,769.7220291624146,-2044.1813703548999,12742.947608428518,2,2
968,1270.3472092517256,-1085.8667474337542,15792.922872734523,3,4
969,800.916369872868,-1346.0718846806842,12778.163431557421,2,2
970,2140.605908562378,-2010.1823732591938,13507.93753009463,2,2
971,-534.3844789671804,-1835.4408519390968,13402.741350948383,4,3
972,-1495.6700201580243,-838.9610432864368,12857.268604712182,2,2
973,811.3138804829773,-1826.3979969452696,14316.378537526623,2,2
974,123.763478400207,-1764.2254413688065,15627.484309116833,2,3
975,-527.0510850171713,-1569.5748291377668,15720.41882310137,2,2
976,2386.038265591541,-1058.3448719107862,14352.53093698095,3,2
977,-2480.4373808002388,-766.3763540533092,15455.438807497267,2,3
978,2108.3288770407758,-1724.6378975379969,12988.443608021735,6,5
979,-1455.4588117202845,-2103.9793750640565,12087.608103440227,4,3
980,-1202.1621208149234,-1129.7102665628372,12132.593271886955,2,2
981,205.54652900461195,-1796.2087104612376,12828.006130299686,2,3
982,-1893.731245801854,-879.4024923486164,14872.50593757815,2,2
983,1362.5227131417064,-1091.9755144952699,13750.373359265132,2,2
984,1239.937479782496,-1956.0204336089594,13493.40062600987,2,2
985,-2701.238967165711,-1521.4357234193785,12592.632925137239,2,2
986,1166.7123257760582,-1134.4058489909316,12986.970773905186,2,2
987,1259.7314173265715,-842.4282563680223,13028.69742407377,2,2
988,2481.1861651631257,-1820.7507246771568,12482.027959331903,3,3
989,1379.378940028021,-820.8014852642137,12840.728101349012,4,2
990,-965.0066422924779,-1605.9276720029472,12949.113728632008,2,2
991,-237.3397753137415,-1008.0191662664208,14398.022444493632,2,3
992,-434.6659798869286,-1099.1007836184524,15321.86723044109,2,2
993,-1023.5345780364112,-1841.5662981559512,12359.250518584338,2,2
994,-1919.0434935211347,-801.2866061500504,13071.621049766936,2,2
995,-2660.2654524567533,-863.0324541990722,12514.820988004742,2,2
996,-736.0685088234707,-1961.5939527806884,12837.20045335633,3,2
997,-1492.9770849467109,-1513.5629930496277,12721.07769658702,2,2
998,-2690.7705141567103,-1665.8920744139002,12484.854734050692,5,3
999,-2138.049915737595,-1824.911454719434,12185.651027413302,2,2
1000,-38.340520762585506,-1065.81896849951,13346.167829333244,2,3
1001,1835.925625557515,-1257.0657294158673,12640.548954498317,3,3
1002,684.7353677228514,-1260.580553623258,12998.881062816989,2,3
1003,-1096.270967406917,-963.9695218014532,12504.541014428107,3,6
1004,1807.6748060889074,-974.4877680230393,11862.559712292516,2,2
1005,2562.488377819752,-815.4083618940472,11852.116235555814,2,2
1006,21.627441948701424,-1000.8899283480065,12609.04299911565,2,2
1007,-1287.6465648529663,-1200.8071499376626,16446.36063700435,2,2
1008,-566.9391861069191,-1347.748130428571,12713.966579631053,8,5
1009,-2666.075020801441,-822.6810466352015,12193.297559063556,5,4
1010,-968.53888735416,-1621.3562465376638,12811.051081370799,3,2
1011,-1452.0035702377531,-574.3877514201314,12271.621610072443,3,2
1012,464.8563185865609,-1292.5035536666348,14329.768139042104,3,4
1013,1288.044059511284,-1010.2868277553682,15025.13340630531,2,3
1014,1327.7093632804654,-2107.0301849197376,12011.797375840675,2,3
1015,1760.1021347707726,-1695.9918811591372,15117.25346284373,3,2
1016,2449.698727419455,-1118.499282517729,13490.239699265223,3,2
1017,-1369.1936463165748,-1390.0202854642528,13205.60919029428,2,2
1018,-1112.531758659839,-1720.5298039081788,13700.42513175728,2,2
1019,-1041.437795781898,-771.525593657915,12242.513866056794,2,2
1020,544.7313634773743,-1853.097578190922,14653.842519046277,2,2
1021,713.1444863748986,-1892.704560656723,15018.841533719447,2,2
1022,2562.488377819752,-2055.6918038098406,12214.703425509264,3,2
1023,-2752.21945426134,-1478.7554642176933,15289.99437462521,2,3
1024,2384.4381842414728,-875.0206462933728,15723.278185219355,2,2
1025,-688.8453712821973,-1172.568470846983,14224.098266880117,3,2
1026,1248.9886352653489,-1396.1091072422548,15004.921013532461,3,4
1027,-785.9162002446467,-1527.8972470058868,14130.901701695726,6,4
1028,-2615.6481612942807,-1947.7818401988488,11901.174479232428,2,2
1029,1986.2320286560196,-1571.7219266859768,12710.39159910845,5,5
1030,-408.8848189239161,-1037.5969716201596,13660.000864992177,5,4
1031,-738.0632107229576,-1419.3712102969278,14621.68491384693,3,3
1032,-1445.4203155336536,-1812.7403053183377,13085.425697046121,3,2
1033,-986.9243020574016,-804.9029809757008,14586.962874460667,2,2
1034,-299.50970096811227,-648.6860043561982,13098.579830858542,2,3
1035,-218.57278597226104,-1753.746292197393,12860.16263414922,6,4
1036,1348.3532759525847,-932.6219679507366,13536.24433695095,2,2
1037,477.82262129034245,-1056.2780670792154,13010.168761245894,4,5
1038,935.9624060070407,-936.3075074530858,14612.940595664113,2,2
1039,686.4283662445044,-1660.8728823106494,12796.302934809406,2,2
1040,451.18938126934387,-1973.5293531582731,13155.815599620206,2,2
1041,2370.220469528639,-1564.2340328220037,14077.85722858249,2,2
1042,-1005.6427944405694,-1647.9501297993243,15234.012146345185,2,2
1043,-2778.3392598174837,-2082.371086765474,14106.821324582219,2,3
1044,112.65386963500872,-884.6978584700435,14080.525688878199,2,2
1045,-1457.1228780500437,-846.6527263138538,12123.22926358356,3,3
1046,-623.8455400621718,-893.1145799667543,16126.921847274192,2,2
1047,2193.553670722173,-1456.601509430783,12135.236558298193,2,2
1048,-1666.818466072567,-2092.3359072701933,14324.12886745925,2,2
1049,887.1486989793683,-2249.040775748311,11873.113046288549,2,2
1050,811.6438728120892,-1190.7441730682272,12756.139419752737,3,3
1051,1371.1267050738961,-1016.742997227194,12080.7418254645,2,3
1052,2054.938459037915,-1122.4355506153136,15376.484623889492,4,2
1053,71.86795577799444,-1029.3383986215338,12724.042737145086,2,2
1054,-1580.661704313306,-961.1565876204611,14566.507351216307,2,2
1055,1550.9380707950443,-1163.3456254775226,14706.943193340137,3,3
1056,-390.93956963161753,-1538.8546632194889,13489.617076793513,3,4
1057,-269.12557268772224,-1827.7132601776193,11994.077291014753,2,2
1058,-2146.02984038333,-1879.5487172910834,12670.620241007215,3,3
1059,-527.0510850171713,-1004.2644511362228,15772.54158689212,2,2
1060,935.9624060070407,-1155.7075280061956,13289.35118579135,3,4
1061,-1561.4956244255543,-1747.5300600056673,13801.67911370753,2,3
1062,-397.6730288556223,-1902.1306491763144,11992.466752333828,4,2
1063,2472.8381180559504,-2085.8581445869004,14544.012390713839,2,2
1064,-632.8126980873069,-1466.0923258571618,12186.124897148911,3,3
1065,-1372.291840280257,-1438.689569589115,16293.123758855689,3,2
1066,1508.6538156520996,-724.7055229784726,12258.127921657897,2,2
1067,-1002.1053750597745,-1006.3102232420421,15339.979158148668,2,2
1068,-1174.5910197052294,-1103.0001522577807,15640.647821727238,2,2
1069,544.7313634773743,-1728.3876340694317,15927.439236781405,2,2
1070,585.4596975149213,-1981.9060767771116,12513.789687393284,2,2
1071,-262.02324358670086,-1143.879351468503,13037.449899205058,2,2
1072,-339.9191868639648,-1188.3343686263022,13593.261872045188,2,2
1073,2054.938459037915,-2025.3999672946281,14288.722725488988,2,2
1074,788.967977161641,-1883.6987520072846,12161.02648483191,2,2
1075,657.4869403017415,-1070.4315505101229,13208.904965704649,2,2
1076,1422.607997258584,-1038.3791337148427,13963.072320454981,3,3
1077,518.4201534099519,-1650.009691044,11684.447705616083,2,2
1078,-2537.191908193385,-1593.083601270067,11818.714567254014,2,2
1079,-738.7614440347842,-952.9276096224443,12604.865170869116,3,3
1080,579.3724410006134,-1191.3204649449983,15022.352905424403,2,3
1081,-2430.493328091134,-1415.239906614476,15108.634583326108,3,4
1082,-902.9756863179442,-1960.3198580400533,11792.683042553139,2,2
1083,-879.5151238993002,-781.4843700347692,11767.292340167249,2,2
1084,-1561.8233079453487,-1234.372403916772,15219.329083261919,3,3
1085,1315.7609705692385,-805.0319376465939,12372.932141555068,3,2
1086,1760.1021347707726,-812.3015521136264,15946.983794122607,2,2
1087,491.09166286260574,-1403.3353224993284,16131.50846730655,2,2
1088,-707.6229147816301,-925.538821866674,14793.206937270676,2,2
1089,245.13185377719867,-1763.7414725914143,15813.285238924314,4,2
1090,-1956.6799148651887,-649.6758973442975,11665.076068826786,2,2
1091,-2630.7626387105506,-1987.566908745713,11899.96120288766,2,2
1092,-161.6518456858808,-1783.0870079150925,15653.297107003002,5,3
1093,-851.4628723713482,-1771.4579640599784,13395.073281111487,2,2
1094,437.01290205789314,-1107.1787973295686,13822.363809744269,2,2
1095,-816.9991608388782,-1128.636683353189,13610.701887465535,2,3
1096,-736.0685088234707,-1615.4719528460726,12957.137240321807,2,3
1097,-1579.1975094558586,-837.268360575788,16037.040434049768,2,2
1098,-719.074572630422,-1536.3427333804568,12085.956763161266,3,4
1099,920.7675262121118,-940.7355999171577,12798.316013927524,4,3
1100,532.2294188937589,-1981.9220907184454,13485.233650622027,2,2
1101,-671.0041579486145,-1679.8972384231693,11765.833132781354,2,2
1102,2350.430444249178,-1438.0206194276145,14004.094356633093,2,2
1103,-2071.8060665363805,-1530.1544557975005,12222.634497980263,3,4
1104,2284.058082107431,-1550.407919916606,11876.91536036787,3,3
1105,2054.938459037915,-2053.2450334228065,15828.70550135926,2,2
1106,221.91880843738568,-974.8003075937048,14014.308638448887,5,4
1107,1307.6619693720131,-1184.2526740521528,13077.498950549012,2,2
1108,1244.6555572459465,-913.0095684772966,11754.212636249375,3,2
1109,14.191957706327765,-978.6567081181852,15915.50633769854,2,2
1110,773.170731539816,-1205.6707021452846,13461.842981247491,4,4
1111,1096.2949009752278,-1103.0435846741173,14015.749432989765,2,2
1112,1381.6879672780049,-1896.4128237634402,12778.163431557421,2,2
1113,-2678.645755000131,-1024.4821295795277,12565.559429996338,3,3
1114,-736.0685088234707,-2031.320666320302,12791.364575010371,2,2
1115,-380.9540098539096,-1047.9209882138848,14397.38091407397,2,2
1116,-1468.38621585844,-1518.6509386723915,15365.782092560288,2,2
1117,1925.4728441721547,-1799.3870296737905,12803.962787257424,2,2
1118,-2709.4342298472075,-967.1526130282963,14335.739554769505,4,3
1119,-543.5210665956236,-1791.9184447485088,15368.135406108466,2,2
1120,1554.473763167226,-2090.9834655800687,16224.546742086906,2,3
1121,-863.3090102354073,-850.068087361506,14320.938910342938,2,3
1122,-700.4830729208225,-2032.7252493522492,13132.739174502838,2,3
1123,856.7211865592794,-1782.7027887504687,12337.719370031053,2,2
1124,-1516.437647365355,-699.3297573260586,12098.05169274706,4,3
1125,1391.8808846116362,-1651.0510073748849,12367.337579220095,2,2
1126,615.8218030825718,-1467.4801641078734,12640.503124089524,3,2
1127,474.12480031544146,-1020.874094494241,14529.50964093854,2,2
1128,1150.194463506223,-1701.5502777785557,13791.000871920125,2,2
1129,-257.1771799764951,-1380.7358472177557,12960.401463314583,2,2
1130,1760.1021347707726,-1433.0024045420842,16287.33558641909,2,2
1131,-697.7596640406271,-1864.0539898195498,12841.523399218368,2,2
1132,856.7211865592794,-853.1176172120144,12390.65222638099,2,2
1133,-1567.9607884823672,-650.564779373104,12168.855427790486,2,2
1134,2437.6585565040737,-892.628275953514,13024.883308741519,2,2
1135,-1919.0434935211347,-1246.7100655215172,12956.49253913007,2,2
1136,1239.937479782496,-1050.7362663125452,14342.978524014547,2,2
1137,1322.911994095646,-906.4183707821418,13092.354615618318,3,3
1138,-1598.1059004045637,-2137.435659420279,11763.640227431242,2,2
1139,474.18610859642865,-2009.6672674547808,14893.488918792804,3,3
1140,-567.1936060578629,-1665.1296994810045,12885.193820101831,2,2
1141,651.3332094953091,-1236.0013308081802,13910.344680624725,2,2
1142,-2473.9364220899347,-1885.0445813085614,15168.760658921427,3,3
1143,-1221.6184721595196,-571.1541926490519,14385.923265288095,2,3
1144,848.8258764242604,-1145.0451615941377,14887.97697947507,2,2
1145,-968.53888735416,-558.2031817409858,12363.523463887843,2,2
1146,-485.82921101291674,-1988.2681355419397,12377.217268992506,2,2
1147,2072.542965486659,-951.8135496216987,15646.239506237662,4,5
1148,2130.263099663298,-1196.6199177760902,11907.844261077276,3,3
1149,585.0510751861048,-1608.3434301129548,12112.132904763645,2,3
1150,685.5378555882725,-912.711575166589,13624.556916670714,4,3
1151,-2497.3969845085785,-1721.588547357584,15141.947672872255,3,2
1152,-343.1137298291094,-927.3969756820125,12704.967124261464,2,2
1153,-754.4539235267123,-812.4028385571968,15944.627964838148,2,2
1154,-203.25206070733446,-1298.0961411955157,12371.277502140845,3,4
1155,-2644.4057243506472,-1584.0695100504806,12473.841751926599,2,3
1156,1679.459555990758,-1483.3872381609415,12988.311784604057,3,3
1157,-2519.311912281208,-1144.7071887990633,11767.292340167249,2,2
1158,636.6906563974956,-1215.5176767374417,12321.4077120177,3,3
1159,1432.854399320594,-668.3165888214251,12819.138142006555,2,2
1160,-1579.5818022187048,-686.3333983430041,13110.636807687564,4,3
1161,322.4794754700378,-904.624638267437,14542.293470808549,2,2
1162,-2593.614446964136,-1516.233669402493,14063.012040889183,4,3
1163,1835.925625557515,-1626.4047896701222,12545.047965540029,2,2
1164,953.5319159804067,-1657.473760552667,13359.402613169392,2,2
1165,-263.47602438875356,-935.6615456540593,11941.88357265741,2,3
1166,-789.3937781496193,-1097.2126663441716,15524.675296823676,2,3
1167,-1876.5270761584568,-857.1841792394598,13887.412517513956,2,3
1168,967.3606504463655,-1585.5019545180337,14203.250063065942,2,2
1169,-813.6416119189124,-1406.3872345026925,12261.161064463795,2,3
1170,549.948291102184,-951.3120783762905,12825.36282633428,2,2
1171,-308.08267294973336,-906.9222336557494,14164.870792366823,5,4
1172,1239.937479782496,-1183.430550515822,15467.33279528445,2,2
1173,-2640.846402374166,-1554.919856181795,11836.900411501072,2,2
1174,-2495.0724999845447,-1607.7422704453331,12394.953382366952,2,2
1175,1103.1170020039292,-2036.8772826480194,15039.40469287587,2,2
1176,814.1531295299158,-1305.2209731266405,12585.61893897161,4,3
1177,-181.8818209828211,-561.5772275179378,12851.802562003862,2,3
1178,566.1457764725355,-834.6365408354691,15243.036926078952,2,3
1179,-1531.2908170069143,-822.8786927671374,13828.395860823235,2,2
1180,1644.4707386517537,-848.6566424247139,14156.538105198626,2,3
1181,544.7313634773743,-2036.1396394189799,14856.772254017362,2,3
1182,-2694.732875315409,-2065.362969613023,13492.054006069735,3,3
1183,-1040.3231376824285,-662.6486230341783,11941.980068492432,2,2
1184,-968.53888735416,-1441.2845098076016,12060.220654870931,3,3
1185,713.1444863748986,-1538.1567710452534,14631.958720897477,2,2
1186,-902.6653753737722,-1010.9721928538346,13564.022248256708,2,2
1187,1239.937479782496,-1527.2913572718764,16444.99457194749,3,2
1188,685.403814233563,-1424.1678640954826,14484.650222907398,2,4
1189,-1340.3612076710117,-1571.2598438777009,12395.657695950435,2,5
1190,-591.5216959875337,-531.8772241231276,12391.52346559561,5,2
1191,327.99016241535975,-1561.0801827996136,14072.728157912215,6,5
1192,-968.53888735416,-1281.8525208411083,12055.36639737966,3,2
1193,1239.937479782496,-1898.4337824838506,14967.816051016047,2,2
1194,1239.937479782496,-2166.2469750010337,14545.37692264372,2,2
1195,942.8103851955074,-642.2882138281974,12435.389047313485,2,2
1196,-879.2048129551282,-1496.271919803968,12808.204110777415,3,3
1197,1186.2977791677274,-1607.286231169116,16249.538955579344,3,3
1198,468.8179941455097,-1587.9350551317925,15704.845992522376,2,3
1199,255.94719669710318,-710.1800151871647,11885.247718088405,3,2
1200,-813.6416119189124,-1429.4748111536342,12353.742754024093,2,3
1201,2352.9099390715814,-1817.7833964289473,16053.230846151946,2,2
1202,-1881.6022238738592,-838.2481012868948,12751.034669064275,2,2
1203,-310.3474466919771,-1926.7394247967834,14033.449556138932,2,2
1204,-282.0709953680685,-777.309236518646,15742.640301731108,2,2
1205,-968.53888735416,-583.0673089482839,13028.381714948235,2,2
1206,491.2113650397557,-1102.3874573881308,12756.00571099505,3,5
1207,1316.0573938248938,-1690.059231056449,15095.209305651853,4,3
1208,-2700.3682985805785,-1940.1033348774426,15616.480306786323,2,2
1209,2433.2988816154602,-849.099774099169,12004.311605897437,2,2
1210,2305.022655523916,-1795.2339230995863,15257.549237671537,2,2
1211,745.3130518760322,-2101.1103521886316,15649.327739043183,2,2
1212,1745.3330679711457,-1621.4122989817831,15062.325419506773,3,3
1213,344.4232699471117,-2108.4391743467017,12125.847688813208,2,2
1214,1316.0573938248938,-1653.376315886149,15311.580070896302,2,2
1215,-1561.1654383606808,-1708.6681884302725,13856.891580258032,2,2
1216,-2497.810822318852,-1079.559931734948,13930.336143207121,2,3
1217,-1542.7800236574392,-2292.367733310508,12368.994359358472,2,2
1218,523.8924793725267,-1015.1734222739873,14277.314499391854,5,4
1219,-1760.4949143447732,-1069.8480757249881,16031.247172882313,2,2
1220,2441.9314228474004,-2241.3882371524255,12666.806125674962,2,2
1221,-532.0751003633175,-1524.759244134519,14804.543924324431,3,2
1222,1845.3199243186482,-1011.0863350109331,12898.469667602749,2,2
1223,-567.1106915284935,-1534.5439802612216,13840.23925366089,2,2
1224,-711.6693470171476,-1309.8706450488783,13582.191478315375,4,6
1225,422.14045247526013,-1548.917460584584,12902.896457023335,2,2
1226,-548.496849104536,-1823.4728080682582,14916.821516177644,3,4
1227,-1685.1151130169305,-366.1847193362381,12173.237819763655,3,2
1228,-486.0775703082138,-1068.4490235398123,13767.495905917871,2,2
1229,2562.9872279811116,-1976.3617130139078,12021.760086751123,2,2
1230,-286.32635978688535,-1184.7925491961853,14719.893980947578,2,3
1231,1495.9562340116302,-1085.0095960794874,13760.939630077572,4,3
1232,1302.7601758242636,-1043.3930688624637,11780.136617922151,2,2
1233,-377.3365529729966,-856.083309852032,11768.23188115029,3,2
1234,-345.6377222426061,-1166.5540773967928,14818.644508888894,2,2
1235,2130.7619498246577,-952.0340453840827,12703.357611761097,2,3
1236,-168.84556272628043,-971.5039492939353,15054.267862144308,3,4
1237,-1542.7800236574392,-1493.1830265147753,11806.864539902246,3,2
1238,2373.5363210079254,-1672.8951015280118,14002.059398945563,2,2
1239,713.1444863748986,-1018.4516621784381,14303.218825517017,2,2
1240,-459.3691329584671,-1582.1761883327208,13032.239109964967,5,5
1241,1381.6344825496262,-1647.9274546217216,13071.02151337846,3,2
1242,-1323.3202498064327,-1696.2841279683876,14663.11851797687,3,5
1243,532.2294188937589,-1255.366911680273,16396.54270732431,3,4
1244,1835.925625557515,-1629.6554229930368,12709.17652061901,2,2
1245,-577.8069686337653,-999.4572792676537,13470.346557507291,2,2
1246,-2657.1840184940174,-997.5390461077919,13386.687936991495,2,2
1247,-506.0447749269252,-1196.6599120974813,13802.055654398664,2,2
1248,788.967977161641,-810.839702693566,12464.152968552151,2,2
1249,1178.3085463224088,-1516.0540001547474,12456.550869361328,3,3
1250,1115.6189465875445,-1040.8355851279844,16351.143529817824,2,2
1251,1239.937479782496,-2092.5206904882602,15983.635944000087,2,3
1252,546.4589856702119,-1094.4109026402214,14826.313949252879,3,3
1253,-1198.7323137005415,-1608.9679813365026,14395.110689247887,3,5
1254,-2046.2839949330712,-2015.082680452072,15450.516242244868,2,2
1255,-269.12557268772224,-2150.985636277066,12377.144589517502,2,2
1256,-2053.6333070298365,-787.0197563960778,11739.740668232786,3,4
1257,-629.2214821341253,-664.7429857796192,12808.204110777415,3,2
1258,2054.938459037915,-1767.0428393473692,16338.314801032351,2,2
1259,-778.4996238377078,-1456.138013772086,13373.82932024018,2,2
1260,-269.12557268772224,-2101.4099813516705,12649.93133535443,2,3
1261,-740.8015600050155,-1673.5829397805092,13305.494728092275,3,3
1262,521.6301818196004,-1806.5330551098293,12781.52761480251,2,3
1263,916.42893073788,-1724.6032196797307,15019.30668057137,3,3
1264,-902.2112643545602,-1408.769550363362,12756.13428391589,2,2
1265,968.6204586554838,-1461.8234699769548,13598.002739223764,2,2
1266,-1865.6494351866536,-1125.7946369934762,15922.531205172822,2,2
1267,1665.4424421312237,-551.667300671556,13537.55602436362,4,2
1268,-947.8461480338141,-1279.8052762965733,13380.381664647255,3,3
1269,620.5548542641167,-1995.8731120802106,12487.902661227658,2,2
1270,1227.4355351988806,-966.8368233224502,16081.593679066093,3,2
1271,-2499.383594924246,-1587.7122563898804,12351.255217576998,3,2
1272,1315.7609705692385,-2004.980867860797,12603.993579552614,2,2
1273,-2580.2502970709997,-851.2092499556761,16852.292258287856,2,3
1274,-1496.7014140000342,-1194.125287839203,16519.270155604685,3,2
1275,-310.3474466919771,-1618.069114846203,13564.022248256708,2,2
1276,2455.0562836989893,-685.4242033413956,11995.730337854258,2,2
1277,-1603.4643971472822,-1316.7896854557293,13809.008914911989,2,2
1278,-488.5221462242302,-843.2299456797084,13469.670918016984,3,2
