event_id,x_reco,y_reco,z_reco,multiplicity,mean_start_dist,mean_dca,max_dca,avg_length,avg_nhits,avg_energy,avg_dedx,max_opening_angle,mean_opening_angle,min_dist_to_true,label
11,-1013.9249808732326,4437.780443213342,12715.5,1,0.0,0.0,0.0,248.1993408203125,8.0,27.604296684265137,0.11121825139837767,0.0,0.0,4133.29342989003,0
11,-1062.3915606399337,1429.9780271665595,12495.5,1,0.0,0.0,0.0,1226.4969482421875,24.5,51.96519660949707,0.042368794055275445,0.0,0.0,1643.446051654043,0
12,-2512.495992362681,1910.0775007055224,12715.5,1,0.0,0.0,0.0,448.35169982910156,13.0,24.68374729156494,0.055054430040019156,0.0,0.0,1747.9138265578574,0
12,-2624.614594504096,1366.6590041015988,12715.5,1,0.0,0.0,0.0,243.47222137451172,9.0,25.138859748840332,0.10325144941348957,0.0,0.0,1385.1454461645221,0
13,165.29164992034458,-1910.0775007055224,12825.5,1,0.0,0.0,0.0,2173.427734375,35.0,115.16317367553711,0.052986888799711536,0.0,0.0,847.8275234391766,0
13,164.7338885080004,-5452.7907997388975,12935.5,1,0.0,0.0,0.0,263.98980712890625,7.0,15.38490104675293,0.05827839041997739,0.0,0.0,2685.0316416536493,0
14,1392.827304065262,-58.44824213448919,15153.0,1,0.0,0.0,0.0,777.5780944824219,13.0,38.70719528198242,0.04977917402334621,0.0,0.0,1014.4827402207383,0
14,-673.3058144516685,2866.456036421445,14993.0,1,0.0,0.0,0.0,683.6904602050781,11.5,27.385247230529785,0.040055037805142656,0.0,0.0,1949.9931592470996,0
15,271.7481299078621,-1398.940778829674,12165.5,1,0.0,0.0,0.0,299.6801300048828,11.5,15.647387027740479,0.05221362866962694,0.0,0.0,873.2122055415045,0
15,227.7180114231735,1927.8431692788727,12220.5,1,0.0,0.0,0.0,400.5576934814453,14.0,31.743027687072754,0.07924708026746005,0.0,0.0,1290.5741458738178,0
16,1532.580202845215,-1409.4487949068707,15793.0,1,0.0,0.0,0.0,559.8002624511719,9.5,34.255767822265625,0.061192839875193084,0.0,0.0,683.546090940147,0
17,262.52746160432207,133.4186151272288,13100.5,1,0.0,0.0,0.0,249.71058654785156,7.5,24.84569025039673,0.09949794517676805,0.0,0.0,837.2756956562675,0
17,271.9032369164088,-1910.0775007055224,13100.5,1,0.0,0.0,0.0,225.7239761352539,5.0,23.735591888427734,0.10515317111995828,0.0,0.0,764.5789312537763,0
18,1671.9329283731386,-12721.498611641786,17233.0,1,0.0,0.0,0.0,351.7117614746094,7.5,20.213278770446777,0.05747114820869022,0.0,0.0,5653.135479249626,0
19,-865.841711361496,-867.3658480381091,15153.0,1,0.0,0.0,0.0,818.5382385253906,13.0,35.10937309265137,0.04289277084464795,0.0,0.0,147.93116279852768,1
19,-2803.9781920706037,197.02772036218812,12880.5,1,0.0,0.0,0.0,175.76667022705078,6.5,46.98000907897949,0.26728622109238315,0.0,0.0,1705.6612743413482,0
20,-911.8900527011328,-1443.729660477533,12495.5,1,0.0,0.0,0.0,269.6819610595703,11.5,33.08764457702637,0.12269135261040914,0.0,0.0,440.27237990573593,0
20,-959.3860788984766,-466.34428371220565,12495.5,1,0.0,0.0,0.0,164.60726928710938,8.0,21.42661952972412,0.13016812454589494,0.0,0.0,545.227285266363,0
21,178.41863562372262,1548.9773999619197,11890.5,1,0.0,0.0,0.0,416.4567413330078,15.0,30.679255485534668,0.07366732829761752,0.0,0.0,1054.351031311893,0
22,752.4728498299112,1910.0775007055224,12825.5,1,0.0,0.0,0.0,390.04823303222656,10.5,22.230249881744385,0.056993592071746875,0.0,0.0,1275.6416811853335,0
22,744.1625088094986,3678.140850155716,12990.5,1,0.0,0.0,0.0,404.3741912841797,8.5,8.048990726470947,0.019904808219608668,0.0,0.0,2842.6761900734737,0
23,120.05864288659956,-48895.40466199747,12000.5,1,0.0,0.0,0.0,172.1659164428711,7.5,57.535221099853516,0.3341847346361678,0.0,0.0,41885.29666474905,0
23,213.4331647384147,30816.42687200147,14833.0,1,0.0,0.0,0.0,298.41163635253906,5.5,18.10149073600769,0.060659466759610065,0.0,0.0,20805.5641213,0
24,-417.66578890409437,-732.2279353929534,12055.5,1,0.0,0.0,0.0,1120.1773681640625,26.0,73.37421417236328,0.06550231798792851,0.0,0.0,520.4933051273808,0
24,1257.2708362988187,-281.5451604024747,13210.5,1,0.0,0.0,0.0,564.6573791503906,12.0,33.77039051055908,0.05980687007291317,0.0,0.0,855.0260295052545,0
25,1690.294209037325,5462.248273783451,14673.0,1,0.0,0.0,0.0,481.8296203613281,6.5,20.962390422821045,0.04350581520310264,0.0,0.0,4653.918389061622,0
25,1733.8691103876718,1606.177891612162,14513.0,1,0.0,0.0,0.0,1071.5643920898438,19.0,45.473711013793945,0.04243675074449588,0.0,0.0,1307.7177780676914,0
26,-3312.0524618846553,-417.06558373114876,12605.5,1,0.0,0.0,0.0,503.3507843017578,12.0,27.41603660583496,0.054467058482616966,0.0,0.0,693.2366136350114,0
26,-3239.475017074643,-1794.896714958595,12715.5,1,0.0,0.0,0.0,234.64019775390625,9.5,12.69408130645752,0.05410019863591847,0.0,0.0,601.4372952454768,0
27,-965.3958492732115,-29495.987843181007,13953.0,1,0.0,0.0,0.0,574.4816436767578,10.0,26.1492862701416,0.045518053636636226,0.0,0.0,22579.083069325003,0
27,-1030.5931596353528,24642.292649922318,14753.0,1,0.0,0.0,0.0,932.6953430175781,14.5,58.14853096008301,0.06234461380706938,0.0,0.0,23700.687110341772,0
28,2467.9406472535425,770.335693919453,14033.0,1,0.0,0.0,0.0,1015.1831359863281,16.0,25.415494918823242,0.025035379349687623,0.0,0.0,438.2597632969783,0
28,2511.3555741278187,-3419.2299137485707,14033.0,1,0.0,0.0,0.0,922.9127197265625,11.5,21.828346252441406,0.02365158241497488,0.0,0.0,1165.4495638334665,0
29,-1031.9035167670754,-4929.143917197514,15233.0,1,0.0,0.0,0.0,669.173583984375,11.0,41.10283851623535,0.06142328313604664,0.0,0.0,1176.7411084359853,0
29,496.7552086839032,2710.9704113660287,14193.0,1,0.0,0.0,0.0,490.1444854736328,9.0,16.96708869934082,0.034616504321058124,0.0,0.0,2445.052504697067,0
30,-689.761389939795,-97555.87188882176,15473.0,1,0.0,0.0,0.0,1083.8130493164062,18.0,52.29511833190918,0.048251050644659885,0.0,0.0,89990.00559679371,0
30,-524.4147055155104,98281.31892313268,15153.0,1,0.0,0.0,0.0,919.4778137207031,14.0,29.84176731109619,0.032455124926114645,0.0,0.0,85422.84548770763,0
31,480.2346162670692,-3051.1570481890376,12000.5,1,0.0,0.0,0.0,561.0078125,17.5,48.00236701965332,0.08556452503886178,0.0,0.0,183.8853737507878,1
31,440.273304948676,-768.5172743917938,12000.5,1,0.0,0.0,0.0,369.0049133300781,14.0,19.61437702178955,0.05315478551431731,0.0,0.0,176.32911201898952,1
