pdg,label,length,nhits,dca,angle,dist_to_vtx,z_depth,start_z,end_z,straightness,total_energy,dedx,length_rank,is_longest,z_depth_rank
-13,muon,1611.682,26,1274.1703295314837,28.142625978732262,2718.4302249906073,1375.0,11808.0,13183.0,1572.4177942809356,57.11432,0.03543771,3,0,2
13,muon,1823.9536,28,457.97739477293555,161.5656723290369,1423.7183984688284,1545.0,12688.0,14233.0,22891.336531736975,54.64089,0.02995739,2,0,1
-211,pion,2630.715,15,908.3454249929858,28.094743229646202,1977.9721634623954,1070.0,12523.0,13593.0,7255.058005828785,35.58268,0.0135258585,1,1,3
13,muon,5297.837,73,2007.4426746430695,44.746692653408815,3053.7710568160473,5235.0,11478.0,16713.0,24376.859272632497,271.856,0.051314525,1,1,1
13,muon,1321.6128,21,2007.4426746430702,43.780994822644956,2916.780680181636,1155.0,12303.0,13458.0,2549.9632979678827,86.55471,0.06549173,2,0,2
13,muon,2422.5696,43,81.96722182625139,55.814664455460004,338.34911417315055,2405.0,11588.0,13993.0,15374.75854693096,114.35691,0.0472048,1,1,1
-211,pion,1570.1924,13,81.96722182625165,156.3486003486515,238.07432285314684,605.0,11753.0,12358.0,2235.2410313744654,64.280106,0.040937725,2,0,2
13,muon,3109.8071,31,37.59035521041769,8.541942074209432,144.12022611204142,1730.0,11863.0,13593.0,24609.23998614745,110.432945,0.03551119,1,1,1
22,other,715.2187,14,37.590355210417435,44.526519306562555,81.70927208163216,715.0,11973.0,12688.0,1579.7931133625991,18.68528,0.026125267,2,0,2
13,muon,1219.4116,17,111.77592483729309,164.1936290773627,692.9323912945125,1120.0,14873.0,15993.0,22610.82710817155,50.620995,0.04151264,1,1,1
2212,proton,561.11597,7,111.77592483729386,11.753017064158938,548.3318166347143,560.0,14873.0,15433.0,33.641503789567444,23.074799,0.041123047,2,0,2
13,muon,2361.4307,31,484.0178700007871,175.3771216234009,4605.078623623159,2320.0,15593.0,17913.0,22149.94137798551,61.5216,0.02605268,1,1,1
11,electron,610.09607,10,484.01787000078707,4.961108161216793,5305.292363861789,560.0,15033.0,15593.0,3658.1276582051346,12.804729,0.020988055,2,0,2
13,muon,3150.1572,37,1015.609744503189,162.03709069894057,2733.871459114749,2640.0,13753.0,16393.0,16690.15549713197,97.01952,0.030798312,1,1,1
13,muon,792.7161,11,1015.609744503189,53.67773847149684,1236.6140751618275,720.0,15353.0,16073.0,404.7626205798415,22.389118,0.028243551,2,0,2
130,other,2171.2964,16,64.57297355992095,4.286455825170298,1401.9984203496672,1040.0,14953.0,15993.0,5262.0213576842725,40.724945,0.01875605,1,1,1
130,other,1494.8451,12,64.57297355992061,171.46309643485992,997.9869784004612,960.0,14873.0,15833.0,15463.197089303716,21.534218,0.014405652,2,0,2
13,muon,4083.024,58,100.24493791018433,141.366436521898,187.0074003631529,4025.0,12688.0,16713.0,22361.214273104208,176.81943,0.043305997,1,1,1
22,other,504.04398,10,100.24493791018503,13.417143762021029,327.35874057712124,330.0,12743.0,13073.0,1468.568703919721,13.1990795,0.026186366,2,0,2
-211,pion,2143.7136,22,34.00543855087074,73.14686145290932,372.9245305721273,1870.0,13403.0,15273.0,38206.709458851146,64.21425,0.029954677,1,1,1
-211,pion,1626.0339,18,34.00543855087082,4.893467732032565,255.87954165614676,1495.0,13458.0,14953.0,5860.528433578001,23.20868,0.0142731825,2,0,2
-211,pion,1441.5792,13,1292.4407400140153,78.54032986237466,1324.9748470524073,1120.0,15273.0,16393.0,622.073972841172,15.625313,0.010839025,1,1,1
13,muon,853.2347,11,1292.4407400140155,103.43300393893975,1334.216670867732,800.0,14873.0,15673.0,13750.79325514264,29.269278,0.0343039,2,0,2
13,muon,3248.8523,45,291.29612151303456,166.95060010170204,1550.1757007920119,3190.0,12963.0,16153.0,17620.15542513161,132.36852,0.04074316,1,1,1
211,pion,694.51697,16,291.2961215130341,12.187357907901367,1804.789871915492,575.0,13018.0,13593.0,9536.725255913441,178.07329,0.25639877,2,0,2
13,muon,3082.1758,36,692.1508535508364,9.779273332245474,3460.4866801386434,3070.0,13403.0,16473.0,17488.717902710367,105.21688,0.034137208,1,1,1
13,muon,855.40485,13,692.1508535508368,7.437889901503959,5305.971607974493,800.0,14953.0,15753.0,378.7027823662487,49.873005,0.058303393,2,0,2
13,muon,1276.6929,13,508.4589693048918,71.77203477753476,543.8950649728558,960.0,16233.0,17193.0,11120.047447919604,27.33506,0.021410834,1,1,1
22,other,847.29803,10,508.45896930489135,130.0564004913602,770.5421981627604,720.0,16073.0,16793.0,11487.619243183459,7.0289354,0.0082957065,2,0,2
2212,proton,1093.5,21,26.873439800632898,158.73443273649414,198.1124180381489,930.0,12743.0,13673.0,4553.327981209803,72.17449,0.066003196,2,0,1
211,pion,1758.1246,18,26.87343980063314,161.3016793748851,281.5232911239337,850.0,12743.0,13593.0,5763.181220745781,38.31394,0.021792505,1,1,2
-321,other,1917.0138,20,1726.6576016412112,33.35515759030908,3192.2206411885804,1600.0,14393.0,15993.0,49650.50812545095,40.821568,0.021294352,1,1,1
22,other,1145.2961,12,1726.6576016412116,70.70256134268044,1813.3972397052007,880.0,17193.0,18073.0,3799.1294711051305,17.290537,0.015097001,2,0,2
13,muon,4767.7866,67,1479.671454186021,155.02129580517806,3552.8669512059414,4745.0,11808.0,16553.0,53796.91500198696,132.74335,0.027841713,1,1,1
13,muon,4233.3604,63,3261.184682048267,41.49395036057908,4786.217648811983,3950.0,11643.0,15593.0,71348.85354893462,155.67403,0.036773156,2,0,2
2212,proton,2303.3281,22,2001.8477926436071,144.5058691209376,3488.5731246343325,2020.0,11973.0,13993.0,5220.681071588761,63.972996,0.027774157,3,0,3
211,pion,2901.0735,38,168.4586752179888,166.4231864310612,1075.0393632453295,2800.0,13753.0,16553.0,8214.995729833601,98.745995,0.034037743,2,0,1
13,muon,4033.348,30,168.45867521798925,9.85047626676635,1704.3879190629261,2560.0,13913.0,16473.0,31143.60360204519,80.0206,0.019839747,1,1,2
13,muon,1920.3258,26,1712.434186903613,139.1591342948295,2651.304903011429,1920.0,15913.0,17833.0,236.63914181248623,47.658016,0.024817672,2,0,1
22,other,2667.1304,22,1712.4341869036127,26.388590878397345,3865.8928441750204,1445.0,12468.0,13913.0,38214.64726265637,52.334908,0.019622179,1,1,2
2212,proton,2921.3296,19,18.62414652729257,8.614949103726637,1017.7255342350388,1360.0,15033.0,16393.0,9179.446469629236,34.871376,0.011936816,1,1,1
211,pion,1308.2662,15,18.624146527291693,1.410809568970898,918.55188603468,1200.0,14713.0,15913.0,3803.4816802179353,15.494994,0.011843915,2,0,2
13,muon,2871.322,41,68.3774446236296,84.2569917488834,70.39005200337112,2670.0,12523.0,15193.0,4891.695551308624,104.937515,0.03654676,1,1,1
2212,proton,1008.48535,14,68.37744462362991,30.325772892588013,135.0391505596405,605.0,12523.0,13128.0,28806.458157438985,63.251984,0.062719785,2,0,2
-13,muon,3419.651,45,53.42915213368913,156.92233854587073,243.3088031394033,3050.0,13183.0,16233.0,7063.685653385414,153.96904,0.045024782,1,1,1
211,pion,2546.7444,13,53.429152133688746,148.46581860438377,320.65356676671684,1210.0,13183.0,14393.0,14079.254600957172,73.300476,0.02878203,2,0,2
2112,other,1428.3849,20,90.97062466757816,5.515743415762183,708.4614802143349,1290.0,13183.0,14473.0,6326.488819934415,72.159874,0.05051851,2,0,1
22,other,1839.3081,12,90.97062466757832,175.1803698905625,1050.9016517331825,965.0,13348.0,14313.0,3710.9328418202076,14.601993,0.007938851,1,1,2
321,other,2692.5706,19,74.58077001505497,21.580291875566594,840.849086070257,2000.0,13993.0,15993.0,39664.892642610306,49.162296,0.018258499,1,1,1
211,pion,1945.9132,15,74.5807700150545,5.245311339171794,1240.4745339409735,1040.0,14153.0,15193.0,7787.47281211029,24.381634,0.012529662,2,0,2
13,muon,2121.8337,23,376.49407331515175,10.55351837216056,2020.1486596306163,1440.0,14473.0,15913.0,50275.73978175735,68.45041,0.032260023,1,1,1
211,pion,768.6345,17,407.7614719174965,91.26501039949981,780.8166951931377,720.0,14473.0,15193.0,56286.17530872094,34.458393,0.04483066,3,0,3
211,pion,1319.8356,10,169.70387975423887,9.759051906759918,986.2293635691152,1200.0,14473.0,15673.0,2817.518946719493,35.1465,0.026629454,2,0,2
13,muon,3868.0496,60,1039.2972348638548,176.86606679117443,18959.698571266268,3845.0,11588.0,15433.0,5565.01986327292,164.25534,0.042464644,1,1,1
13,muon,1870.7817,25,1039.2972348638557,3.764999107922815,14960.960758058565,1840.0,15913.0,17753.0,24701.67193412906,52.489136,0.028057327,2,0,2
13,muon,1644.5394,21,114.79100010446706,163.95754634490524,525.0701827429033,1360.0,14553.0,15913.0,6942.160739705713,71.76974,0.04364124,1,1,1
13,muon,1357.2715,18,114.79100010446705,4.240614946819902,1137.220929802806,1280.0,16073.0,17353.0,2109.9686489269625,43.696274,0.032194205,2,0,2
13,muon,1160.429,19,51.521382295347216,5.936672107943726,589.8787179199742,1120.0,16393.0,17513.0,10739.27919337881,44.443066,0.038298827,2,0,1
-211,pion,1879.6586,14,51.52138229534717,2.0053885470640562,1605.2233596910462,1040.0,16153.0,17193.0,5902.397212064236,35.917557,0.019108554,1,1,2
13,muon,1944.1637,25,1244.3319508523737,130.74611058235914,1320.1177270868507,1840.0,16073.0,17913.0,15846.861477431325,97.78388,0.050296117,1,1,1
13,muon,1715.0724,21,1609.134724573506,145.27802750940572,2919.507049516006,1600.0,13753.0,15353.0,7893.052606456152,54.945946,0.0320371,2,0,2
13,muon,1347.7107,14,852.7538439061258,101.84192552933396,904.620383273471,800.0,16873.0,17673.0,27453.996781086473,27.973125,0.020756032,3,0,3
-211,pion,2076.904,25,50.95080160310749,2.189106146390904,1294.6467032817702,1630.0,12523.0,14153.0,9802.194554665237,36.33664,0.01749558,2,0,1
-211,pion,2078.6802,20,50.95080160310756,1.370157524623272,2092.8164208045423,1310.0,12523.0,13833.0,18105.404868669535,32.405067,0.015589251,1,1,2
211,pion,3864.6252,29,41.15150193572612,175.80369418405888,913.3031656680566,2325.0,11588.0,13913.0,73097.70899650044,33.915028,0.008775761,1,1,1
-211,pion,2396.122,28,41.15150193572638,40.733717820050444,621.1985038884486,2300.0,11533.0,13833.0,56209.610256714106,30.490677,0.01272501,2,0,2
13,muon,3728.8438,56,2404.1141617677017,144.0338327463645,3976.748661725388,3675.0,11918.0,15593.0,5552.256067117632,233.57887,0.0626411,1,1,1
13,muon,1527.4397,24,2404.1141617677026,152.92957137603722,5325.3137760309055,1515.0,12798.0,14313.0,169.62377691958292,81.98616,0.053675547,2,0,2
13,muon,5617.1934,74,2121.782428899934,120.31620235563058,2502.5840447980004,5605.0,12468.0,18073.0,7556.72241013034,148.83856,0.026496962,1,1,1
321,other,1876.8336,35,1360.7608700217838,36.58478655441369,2640.077403405716,1815.0,11478.0,13293.0,37476.20068801253,73.84186,0.03934385,2,0,2
-321,other,1831.8345,24,1285.677978686511,26.97017529455239,2993.821610089582,1760.0,11588.0,13348.0,30330.00212453006,33.5691,0.0183254,3,0,3
13,muon,3643.4358,47,675.0209498366149,151.86783857099869,1725.5956895502243,3360.0,14393.0,17753.0,9980.62582818606,121.31588,0.03329711,1,1,1
13,muon,1547.7474,20,675.0209498366136,10.43212713309201,3673.061542763191,1360.0,16713.0,18073.0,1215.5743946711257,50.698376,0.03275623,2,0,2
13,muon,2719.9873,40,1267.8674665511808,171.66956555430042,8370.312502716268,2625.0,12248.0,14873.0,9886.497392495383,89.46657,0.032892276,1,1,1
13,muon,1312.9978,20,1267.8674665511808,13.12088888552872,5217.7644446513095,1200.0,16393.0,17593.0,4485.908421556199,71.39254,0.054373693,2,0,2
13,muon,5572.6226,69,54.136013344910175,11.621452898200237,962.8622085406959,5280.0,12633.0,17913.0,6855.226772964112,166.1229,0.02981054,1,1,1
2112,other,1209.1259,17,54.13601334491221,172.7628110619915,884.7197890319839,1060.0,12853.0,13913.0,2174.934126272622,56.605824,0.046815492,2,0,2
-211,pion,1835.4613,32,39.38896882090617,175.34190573010963,1480.084901752774,1830.0,12083.0,13913.0,7578.5666857325705,55.237568,0.030094652,1,1,1
-211,pion,1494.884,14,39.38896882090623,8.021928211215718,1876.4384035406022,1155.0,12193.0,13348.0,26627.759982652602,15.483168,0.010357438,2,0,2
13,muon,2517.5952,24,222.4843823881813,6.388924906898435,1374.142891889271,2160.0,16073.0,18233.0,57382.01130727902,39.534054,0.015703103,1,1,1
211,pion,1940.0974,12,284.5042799445917,159.85074319307373,990.2390428701877,1600.0,16553.0,18153.0,5489.745335063617,26.411024,0.013613246,2,0,2
2212,proton,1619.1006,11,257.6367151185191,160.0904799758591,726.6274172425605,1200.0,16793.0,17993.0,13757.33835510024,12.194121,0.0075314166,3,0,3
2112,other,2566.8184,40,94.8604811997314,70.27632967902296,356.9220210639979,2480.0,13833.0,16313.0,73657.67070710912,90.1617,0.03512586,1,1,1
2112,other,1707.0985,17,94.86048119973134,156.38395542032475,309.2231350181526,1600.0,13833.0,15433.0,45063.85586042054,29.32714,0.017179525,2,0,2
13,muon,4373.455,49,15.852373029372036,178.53501150871043,3590.2723812555178,4320.0,13753.0,18073.0,7692.642507830459,137.08577,0.031344958,1,1,1
2112,other,723.46704,9,15.852373029372052,0.521415584243139,2908.358233967505,720.0,14393.0,15113.0,166.85218471384334,28.63748,0.039583668,2,0,2
22,other,1198.1013,15,146.7246584768437,178.37415486841198,6220.046765436258,1100.0,11753.0,12853.0,12642.022236002878,25.140543,0.020983653,1,1,1
2112,other,937.67053,13,146.72465847684344,0.1556113530894744,9651.546886483988,880.0,15033.0,15913.0,11401.730543923635,84.813934,0.09045174,2,0,2
13,muon,2188.5532,30,3591.6171296412986,52.94058567243507,4454.30623302908,2140.0,13293.0,15433.0,5352.532029226987,157.76408,0.072086014,1,1,1
-13,muon,1301.842,18,1906.856789880978,109.40587045766438,2051.790385394221,1120.0,16633.0,17753.0,32955.35461771756,39.66757,0.03047034,2,0,2
321,other,960.1629,13,1724.6079913421336,111.83600199397115,1854.4789935438257,960.0,16713.0,17673.0,112.43158287029541,27.0281,0.028149493,3,0,3
13,muon,2393.5857,21,762.7777343994495,15.002896608322914,2930.5322775174172,1120.0,14473.0,15593.0,3236.3388800534617,54.955265,0.022959389,1,1,1
211,pion,901.2475,15,762.7777343994496,20.658546192250355,2094.9271495823123,880.0,14233.0,15113.0,10833.859172401755,32.59548,0.03616707,2,0,2
-13,muon,2244.1567,30,78.22113370232914,21.33712460014895,1315.1188377957078,1995.0,12798.0,14793.0,81993.71064369184,115.70846,0.051559884,1,1,1
-211,pion,921.1646,15,78.22113370232935,173.58171096284647,827.8666246570143,870.0,12963.0,13833.0,1295.690302561582,42.465454,0.046099745,2,0,2
13,muon,1225.4175,24,3443.4763228633165,106.27774322749494,3630.793014680672,1100.0,12193.0,13293.0,6147.3954214087535,86.25691,0.070389815,2,0,1
310,other,1551.6945,16,3443.4763228633165,94.26294118703007,3445.33343879272,880.0,16233.0,17113.0,23931.015888926013,22.791458,0.014688109,1,1,2
13,muon,4118.416,63,295.4708652143354,179.1556801870365,11844.935621298435,4100.0,11973.0,16073.0,12884.561393385056,175.3324,0.042572774,1,1,1
211,pion,1203.2538,20,295.4708652143352,1.0873369192205793,16096.982662043438,1200.0,16233.0,17433.0,249.12317841495178,41.923107,0.03484145,2,0,2
13,muon,3428.2961,53,944.0976731464345,168.8466622201123,5000.153494192369,3410.0,11863.0,15273.0,11350.154348947315,182.75575,0.05330804,1,1,1
13,muon,827.67206,15,944.0976731464342,126.5950744539936,1061.0283655574692,800.0,17033.0,17833.0,41170.713744817695,64.57827,0.078023985,2,0,2
-211,pion,1164.6028,16,110.48330951378982,173.03805913109736,873.9472780566687,880.0,13673.0,14553.0,9648.323091834569,37.44416,0.032151874,2,0,2
-211,pion,1807.8134,13,110.48330951379023,5.004337860260773,1286.0999769996931,1040.0,13673.0,14713.0,9154.75728173916,33.214752,0.018372888,1,1,1
13,muon,931.6524,14,767.0841166327388,53.32042899045268,993.3788755325132,660.0,12743.0,13403.0,490.7192735834045,34.890774,0.03745042,2,0,2
13,muon,1392.8099,14,767.084116632739,77.31936851332237,789.9795346329025,1390.0,13403.0,14793.0,57.81702702678252,25.949356,0.018630939,1,1,1
13,muon,1687.5234,22,980.622060277479,10.689508013195335,5369.518114827033,1680.0,14393.0,16073.0,222.65945707914727,48.430256,0.028699012,1,1,1
-2112,other,1384.1666,23,980.6220602774782,166.39563018455715,4654.976423808366,1360.0,13673.0,15033.0,17887.644657664634,44.971462,0.03248992,2,0,2
-13,muon,1593.3951,30,169.93775418782778,1.69548365205283,5192.326369695309,1540.0,11478.0,13018.0,11227.19009388619,58.588722,0.036769737,1,1,1
2212,proton,1061.9755,20,169.9377541878265,1.9366891323957727,4666.87706927653,990.0,12303.0,13293.0,6977.385329215198,90.92973,0.0856232,2,0,2
2112,other,1035.1511,17,30.037530070700896,71.88035937062045,81.63347636742822,1035.0,12798.0,13833.0,616.5207330863443,27.340769,0.026412345,2,0,2
-211,pion,1474.6111,13,30.037530070700306,68.5000483720911,41.55560586430796,1250.0,12743.0,13993.0,9466.510958139243,18.582575,0.012601678,1,1,1
-211,pion,1601.2875,21,136.0623641655807,20.371696391280924,732.1956373347185,990.0,12523.0,13513.0,14732.119052750255,58.92662,0.036799528,2,0,3
2112,other,1206.987,19,61.63879809004274,178.6771656369573,423.76885328465306,1090.0,12743.0,13833.0,8805.742473258906,38.811874,0.032155998,3,0,1
2112,other,2413.1216,16,177.40115905002045,7.562439795696526,1302.1280140623383,1090.0,12743.0,13833.0,23022.675023377826,27.514626,0.011402088,1,1,2
-211,pion,2760.2952,40,148.18554438555105,141.94107966952234,917.6523209903112,2750.0,12523.0,15273.0,55121.76329115052,79.46707,0.028789338,1,1,1
2212,proton,1053.8632,18,165.43387605145858,10.50928647437714,598.1605808649895,955.0,12798.0,13753.0,2849.569631044299,61.845776,0.058684826,3,0,2
-211,pion,1262.0319,15,90.36514109903835,162.31320130517904,793.5797901937835,715.0,12798.0,13513.0,25527.85385568054,20.32695,0.016106527,2,0,3
13,muon,2533.6711,38,864.4938685942475,148.69076397144423,1876.1991648245473,2330.0,12303.0,14633.0,12529.191381143164,126.17116,0.049797766,1,1,1
13,muon,1835.6763,24,864.4938685942469,132.1409821392528,1068.4873249441662,1600.0,13753.0,15353.0,20654.083366127976,57.806446,0.031490546,2,0,2
13,muon,2434.1357,35,33.16604797297193,147.75169693714508,336.88101755277427,2425.0,12688.0,15113.0,9123.66831194809,72.451256,0.029764673,1,1,1
22,other,1148.9099,14,33.16604797297268,11.262135910682199,215.9726492142579,900.0,12853.0,13753.0,1516.3339112664319,15.657764,0.0136283655,2,0,2
13,muon,1328.2811,21,800.1631561598027,53.75120663353282,969.7603249830804,1305.0,12688.0,13993.0,3561.669404824096,67.8169,0.051056135,2,0,1
13,muon,2294.7732,14,800.1631561598032,19.504276639517084,2509.32925495384,905.0,12688.0,13593.0,5656.4833519510985,48.675766,0.02121158,1,1,2
13,muon,1227.9005,12,207.7378135364106,9.618889573184248,1138.8540614549677,880.0,16793.0,17673.0,791.9650179955952,32.0708,0.026118403,1,1,1
13,muon,1109.2673,13,207.73781353640882,11.293878524214337,1201.497104044395,720.0,16553.0,17273.0,1392.77527740204,27.847158,0.0251041,2,0,2
13,muon,1920.6172,24,1362.5081621185682,162.53800054568666,4066.079527673896,1680.0,16233.0,17913.0,49284.43423977975,55.393173,0.028841339,2,0,2
13,muon,2610.872,32,1362.5081621185689,141.26659863344508,2259.660214154677,2560.0,14633.0,17193.0,1165.6312732515466,77.29289,0.029604243,1,1,1
211,pion,859.40125,18,946.5479780784899,94.96209514708964,974.1819973643708,825.0,12413.0,13238.0,13856.556101685093,52.1211,0.06064816,2,0,2
2212,proton,2674.0293,14,946.54797807849,158.7805054140415,2595.4654487521484,935.0,11698.0,12633.0,16959.970917980772,33.04199,0.01235663,1,1,1
13,muon,3416.4426,50,16.21813131008137,72.80904456790854,482.5671232981355,3415.0,12578.0,15993.0,33425.06398987401,143.80331,0.042091534,1,1,1
211,pion,1418.3207,17,16.21813131008174,163.77837801178222,590.5102615955461,1305.0,12688.0,13993.0,67716.24287541199,36.861652,0.025989646,2,0,2
-211,pion,2183.4097,14,62.9397460858873,169.02894104439764,608.6432340439652,1200.0,16553.0,17753.0,9235.308643712637,23.03612,0.010550526,1,1,1
211,pion,1491.4734,12,62.93974608588748,173.1657042700292,896.0732632820119,720.0,16553.0,17273.0,7973.010692886889,12.627616,0.008466538,2,0,2
321,other,2116.3364,24,7.989470572483711,26.266854680976607,732.6783462221628,1965.0,12908.0,14873.0,53893.94135553526,52.546856,0.02482916,1,1,1
13,muon,1615.2372,21,7.989470572483405,163.97934306012584,451.1118999134061,1610.0,13183.0,14793.0,18172.09646277002,60.927555,0.0377205,2,0,2
22,other,777.2848,13,5.245910087097779,175.78658609525118,447.76084036244873,685.0,12908.0,13593.0,4461.478755648998,13.855741,0.017825821,2,0,2
22,other,892.3551,10,5.2459100870976805,7.353480088715028,318.6732819289316,715.0,12798.0,13513.0,1261.3157747774108,14.495216,0.016243776,1,1,1
13,muon,3561.0881,49,1703.6370157523138,91.63662531231567,1644.1512252288112,3540.0,12853.0,16393.0,9217.69453683532,153.47188,0.043096904,1,1,1
13,muon,2500.9521,33,122.0646627749214,17.810427258313677,1003.220495300737,2240.0,13753.0,15993.0,22072.76820492118,138.80472,0.05550075,2,0,2
2212,proton,1584.082,22,1811.660292620013,152.28376360841042,3837.2735360726992,1440.0,16233.0,17673.0,7314.74503546851,80.28495,0.050682317,3,0,3
13,muon,3961.1558,50,1484.3483938266995,9.887512205425825,11465.526911342145,3895.0,13458.0,17353.0,41999.35570304475,91.00626,0.022974674,1,1,1
13,muon,1562.5043,30,1484.3483938267,6.5830840940518565,9519.028388120245,1560.0,12193.0,13753.0,88695.78392375918,76.097244,0.048702102,2,0,2
2112,other,1452.07,14,1848.3250901133583,121.83009375302908,2162.9233910113985,800.0,16393.0,17193.0,1484.9111687768425,40.63183,0.027982004,1,1,1
13,muon,1288.3708,11,1848.3250901133588,27.47752093552595,3854.142327596454,705.0,13128.0,13833.0,27463.448434006972,23.768051,0.018448144,2,0,2
-13,muon,3149.47,45,80.91990847578379,175.81194881804058,4512.89914724445,2970.0,12303.0,15273.0,16865.903955376252,115.01541,0.036518972,1,1,1
211,pion,951.57947,20,80.91990847578305,177.20798555688373,5154.821723405196,935.0,11533.0,12468.0,26198.775304938557,82.96742,0.08718917,2,0,2
13,muon,2968.7402,40,2148.3168308946388,57.227844693957806,2655.0829971096973,2960.0,13513.0,16473.0,24962.331998873273,97.967384,0.03299965,1,1,1
2212,proton,1369.5897,16,2148.3168308946388,116.61779524302337,2334.5332297824307,875.0,12798.0,13673.0,4080.917544245971,57.829235,0.042223766,2,0,2
211,pion,2208.3013,17,188.21550812559943,4.853666355937401,1512.1637560583026,2080.0,16073.0,18153.0,42720.07038264963,23.06578,0.010445033,1,1,1
-211,pion,1137.3297,16,188.21550812559923,12.310246683956507,857.5965830752108,1040.0,16713.0,17753.0,45846.4062954947,24.956732,0.02194327,2,0,2
13,muon,2506.575,26,480.023239279523,3.162979006653883,6865.043234275199,2480.0,13513.0,15993.0,4434.7510306117465,78.857895,0.03146042,1,1,1
13,muon,1279.3197,17,480.0232392795244,4.033325133445609,4864.375402181346,1200.0,15513.0,16713.0,9373.719101574206,44.028896,0.034415867,2,0,2
13,muon,1765.7328,23,1708.1234766548862,66.4982126859273,1850.5065636647096,1655.0,13458.0,15113.0,10242.450345664043,86.00713,0.04870903,1,1,1
13,muon,1706.4187,22,1708.1234766548866,148.07094939733832,3101.5897712871665,1600.0,15513.0,17113.0,3724.804896532287,89.31616,0.052341294,2,0,2
321,other,1874.7806,27,9.952153706888568,177.77305296729116,592.0693034377647,1840.0,15513.0,17353.0,29993.88999119712,54.878487,0.029271951,2,0,1
-211,pion,1990.4811,18,9.952153706888215,14.637433868366374,675.4155614261,1760.0,15593.0,17353.0,33394.84083677507,49.16706,0.024701094,1,1,2
2112,other,997.39136,20,1.2324099704751998,58.32600804713688,187.94109985537216,825.0,12688.0,13513.0,10582.792371382826,97.70083,0.09795636,1,1,1
2112,other,573.8166,14,1.23240997047527,130.2265064823258,152.61367768720754,495.0,12853.0,13348.0,26024.052884946643,82.29147,0.14341076,2,0,2
13,muon,3028.1072,46,19.089749523440332,86.97234773535564,94.59211899537742,2985.0,12688.0,15673.0,13258.72046788787,85.55044,0.028252117,1,1,1
211,pion,2082.699,22,19.089749523439178,160.8479310079159,198.32817716913857,1065.0,12688.0,13753.0,12585.28868081981,46.7578,0.022450581,2,0,2
13,muon,2390.729,36,67.22672233202552,10.741720870470685,308.4769121436297,2185.0,12688.0,14873.0,5752.690167404416,103.76611,0.043403544,1,1,1
2212,proton,691.3498,12,67.22672233202516,20.72050234400623,1110.2854796223191,660.0,12798.0,13458.0,37745.570191958424,46.255554,0.066906154,2,0,2
2112,other,884.2957,17,2.7225561248747594,174.88817907982303,740.5660894562541,825.0,12303.0,13128.0,19213.984665462718,40.533638,0.045837197,2,0,1
211,pion,1434.1733,9,2.7225561248738885,178.7130667701943,2145.2386255090096,605.0,12248.0,12853.0,2963.888568488672,20.034344,0.013969262,1,1,2
13,muon,1964.6008,27,214.90475545580776,161.05523980271784,511.64016794341796,1565.0,12908.0,14473.0,5517.204272399942,74.82466,0.038086444,1,1,1
211,pion,581.3446,13,214.9047554558078,111.92452235673967,360.3560126365024,550.0,12963.0,13513.0,11608.86548337669,37.30093,0.0641632,2,0,2
2112,other,1721.1024,21,2404.970407979262,110.415963941799,2330.475945934502,1630.0,13403.0,15033.0,77589.654291568,64.68141,0.037581384,1,1,1
13,muon,880.7106,11,2404.9704079792623,35.93496568225438,4105.130188254952,880.0,16073.0,16953.0,42.37408075728095,25.77394,0.029264936,2,0,2
13,muon,2598.112,36,1220.6741380024953,172.83825229665024,9120.299419280638,2390.0,12963.0,15353.0,11562.913804801297,147.57758,0.05680185,1,1,1
2212,proton,903.30505,11,1220.6741380024966,13.204163766601114,5455.446282055089,640.0,15913.0,16553.0,4459.341526142699,96.29001,0.106597446,2,0,2
13,muon,5823.9194,76,463.5452118632521,172.54900767570345,6692.393270516322,5770.0,12303.0,18073.0,12515.769331846657,167.6439,0.02878541,1,1,1
13,muon,1155.7384,21,463.5452118632518,176.41239056159603,8989.056998258722,1120.0,14153.0,15273.0,52570.58680554509,62.150414,0.053775504,2,0,2
11,electron,2013.5928,21,6.375372244617182,11.711368980489471,1056.1489179078096,1265.0,11588.0,12853.0,20336.477656570813,52.159573,0.025903735,1,1,1
11,electron,825.75793,14,6.375372244617171,0.4888776719135545,732.6438234869383,825.0,11588.0,12413.0,100.98451170740917,28.842125,0.03492806,2,0,2
13,muon,2101.9612,26,453.4644041913648,5.920068744013024,4275.497317211771,1505.0,13128.0,14633.0,7202.711583370377,101.30552,0.048195712,1,1,1
2112,other,1710.8008,10,453.46440419136314,5.496523599638546,4424.092986048385,1125.0,13348.0,14473.0,19952.902712114734,18.353745,0.01072816,2,0,2
2212,proton,1055.4788,10,2629.6156501381943,19.753392490737504,7897.519091382722,385.0,12248.0,12633.0,1923.4613810763178,72.854904,0.06902546,1,1,2
22,other,868.0349,12,2629.6156501381947,159.58661058551579,7532.725701608928,550.0,12963.0,13513.0,584.4585768666068,22.384916,0.025788037,2,0,1
2112,other,2124.185,27,14.968885877964345,72.25540280706605,835.4118904952749,1840.0,14153.0,15993.0,108173.03007879897,87.81963,0.041342743,1,1,1
-211,pion,2087.2131,22,14.96888587796437,178.0536629752155,1224.0341206908188,1600.0,14153.0,15753.0,21022.79771339104,44.951138,0.021536438,2,0,2
